"HUC8","Site","SN18","avgT","sdT","MAXT","MEANT","RNGT","pctex21"
"UPI","8","4611",18.7604122872873,2.16286186513157,23.9661111111111,21.9288194444444,5.72722222222222,13.1756756756757
"UPI","18","4612",16.0150563063063,1.98256918946233,21.2822222222222,19.3814814814815,5.38611111111112,0.112612612612613
"LMAQ","28b","4613",15.5357646396396,1.95151868298056,21.855,19.20675,5.753,0.337837837837838
"LMAQ","5","4615",16.7971696696697,1.86491187976284,22.525,20.3291666666667,4.76833333333333,1.46396396396396
"YEL","150","4617",15.5757094594595,1.42228176619237,21.9511111111111,18.4219444444444,6.76388888888889,0.563063063063063
"YEL","82","4618",16.3886749249249,4.11019330729113,35.0088888888889,23.638587962963,20.33,13.0630630630631
"YEL","39","4619",14.3789996246246,2.80770795363155,21.9511111111111,20.3731712962963,7.935,1.46396396396396
"UPI","156","4620",10.161534034034,0.384552216816771,11.625,10.7275925925926,1.76388888888889,0
"UPI","84","4621",16.1027884134134,1.58533546644298,21.0911111111111,18.9649305555556,4.69500000000001,0.112612612612613
"YEL","202","4623",15.5838707457457,1.64515653732685,21.0911111111111,17.9342592592593,6.5738888888889,0.112612612612613
"LMAQ","10","4624",13.025909034034,1.78703575165847,19.5672222222222,16.9863425925926,6.51888888888889,0
"LMAQ","61","4625",19.0837743993994,2.19376952481201,24.6411111111111,22.6255555555556,6,18.9189189189189
"UPI","117","4626",12.8926457707708,1.56092380918462,21.4727777777778,16.6258796296296,8.10777777777778,0.225225225225225
"UPI","202","4627",13.3164614614615,2.00971895967998,19.8527777777778,17.0815972222222,4.475,0
"YEL","119","4628",16.0241372622623,2.34878738489929,21.6638888888889,19.9325462962963,8.51888888888889,1.35135135135135
"UPI","93","4631",13.6324242992993,1.47206330278864,19.3772222222222,16.1285648148148,6.20444444444444,0
"UPI","86","4632",11.6331719219219,1.30012468353735,19.7577777777778,14.5513657407407,8.23,0
"YEL","204","4633",11.0292655155155,0.927085074287763,14.23,13.6253240740741,2.91722222222222,0
"YEL","101","4634",17.3414670920921,1.77661876623557,22.9077777777778,20.3228009259259,6.38777777777778,2.59009009009009
"UPI","154","9345",15.2284841091091,2.1255081452109,20.9011111111111,18.4892592592593,5.91222222222222,0
