Site #,T1: BKT,T2: BKT,T3: BKT,HUC8,temp,ph,do,t1_eff,t2_eff,t3_eff,effsec,BRTcpue(fish/min),t1_avwid,t2_avwid,t3_avwid,avwid,sdwid,t1_avdep,t2_avdep,t3_avdep,avdep,sdDep,t1_maxdep,t2_maxdep,t3_maxdep,maxdep,W/D ,pctclay,pctsilt,pctsand,pctfines,pctgrvl,pctcbbl,pctbldr,pctrock,subprop,t1_flow,t2_flow,t3_flow,mFlow,sdFlow,t1_maxflow,t2_maxflow,t3_maxflow,maxflow,pctRiffle,pctrun,t1_pctslow,t2_pctslow,t3_pctslow,pctslow,machabprop,AVembed,pctEmb1,t1_LWD,t2_LWD,t3_LWD,LWD,FWD,t1_under,t2_under,t3_under,under,t1_boulder,t2_boulder,t3_boulder,boulder,t1_depool,t2_depool,t3_depool,depool,bnkahz%,bnkamd%,bnkavr%,Avbnka,bnkbare%,AvChnlOpen%,chshdSD%,AvChnlShd%,extra1,extra2,extra3,extra4,extra5
57,0,0,0,0,14.3,7.91,8.19,188,119,97,404,0,0.9125,1.025,0.9125,0.95,0.300723765,0.2325,0.22125,0.1925,0.215416667,0.084027903,0.36,0.36,0.3,0.36,4.410058027,0,54.16666667,20.83333333,75,12.5,12.5,0,25,54.16666667,0.1175,0.11,0.18375,0.137083333,0.095438538,0.25,0.25,0.37,0.37,8.333333333,0.583333333,37.5,25,37.5,33.33333333,58.33333333,0.416666667,8.333333333,0,0,0.375,0.125,0.458333333,2,1.75,1.5,1.75,0.25,0,0,0.083333333,0,0.25,0.5,0.25,4.166666667,45.83333333,50,48.91666667,0.25,85.58558559,10.34261558,14.41441441,0,0,0,0,0
61,0,0,0,0,16.2,8.78,11.76,380,166,166,712,0.421348315,2.6625,2.1375,1.95,2.25,1.023208934,0.294545455,0.091111111,0.16625,0.1925,0.210125624,0.8,0.16,0.6,0.8,11.68831169,0,16.66666667,0,16.66666667,8.333333333,75,0,83.33333333,75,0.081818182,0.288888889,0.18875,0.178928571,0.150094767,0.36,0.53,0.39,0.53,66.66666667,0.083333333,50,0,25,25,66.66666667,0.5,25,0.375,0.375,0.125,0.291666667,0.416666667,0,0,0,0,0.5,0.25,0.75,0.5,2,0,0.25,0.75,33.33333333,62.5,4.166666667,25.625,0.333333333,10.18018018,7.219147592,89.81981982,0,0,0,0,0
75,0,0,0,0,16.1,8.03,11.66,338,237,310,885,0,1.5875,1.5125,2,1.7,0.499565028,0.2775,0.22625,0.37,0.29125,0.124806372,0.5,0.5,0.5,0.5,5.836909871,0,20.83333333,0,20.83333333,0,79.16666667,0,79.16666667,79.16666667,0.43875,0.5075,0.26875,0.405,0.259011499,0.79,0.96,0.58,0.96,12.5,0.791666667,0,0,25,8.333333333,79.16666667,1.333333333,33.33333333,0,0,0.75,0.25,0.625,0.5,0.25,0.25,0.333333333,0,0,0,0,0.25,0.5,0.25,0.333333333,0,95.83333333,4.166666667,41.66666667,0.208333333,97.97297297,2.598076211,2.027027027,0,0,0,0,0
84,0,0,0,0,15.6,7.99,10.52,122,141,167,430,0,1.9,2.2375,2.2125,2.116666667,0.355902608,0.245454545,0.145833333,0.106666667,0.163714286,0.098102159,0.48,0.26,0.2,0.48,12.9290285,0,65.71428571,17.14285714,82.85714286,0,17.14285714,0,17.14285714,65.71428571,0.196363636,0.166363636,0.281818182,0.209428571,0.125649907,0.56,0.38,0.46,0.56,8.333333333,0.75,25,25,0,16.66666667,75,0.25,8.333333333,1,0.5,0.875,0.791666667,1.833333333,1,0.5,0.25,0.583333333,0.5,0,0,0.166666667,1,0.25,0.25,0.5,20.83333333,50,29.16666667,36.66666667,0.791666667,35.47297297,13.66686992,64.52702703,0,0,0,0,0
85,1,0,0,0,15.9,8.11,11.78,949,490,427,1866,3.215434084,2.8625,3.575,4.242857143,3.530434783,1.074258638,0.353,0.237857143,0.165454545,0.248,0.160216765,0.68,0.54,0.3,0.68,14.23562412,0,0,0,0,5.714285714,94.28571429,0,100,94.28571429,0.238888889,0.167692308,0.273,0.204,0.181370599,0.54,0.48,0.67,0.67,54.16666667,0.130434783,37.5,50,0,29.16666667,54.16666667,1,33.33333333,0.25,0.25,0.142857143,0.217391304,0.652173913,1,0.5,0.75,0.75,1,0.25,1,0.75,1.5,0.5,0,0.666666667,33.33333333,50,16.66666667,30.41666667,0.625,8.918918919,4.735413174,91.08108108,0,0,0,0,0
86,0,0,0,0,15.6,8.39,11.56,448,475,545,1468,0.572207084,2.675,3.1375,2.7625,2.858333333,0.840246686,0.2225,0.25,0.198333333,0.223611111,0.122267921,0.54,0.56,0.44,0.56,12.7826087,3.333333333,0,6.666666667,10,0,90,0,90,90,0.255833333,0.236666667,0.203333333,0.231944444,0.225652317,0.72,0.92,0.46,0.92,37.5,0.333333333,37.5,37.5,12.5,29.16666667,37.5,1.75,58.33333333,0,0,0,0,0.375,0,0,0,0,0.25,0,1,0.416666667,0.75,0.5,0.75,0.666666667,33.33333333,54.16666667,12.5,29.16666667,1.666666667,64.26426426,16.03052643,35.73573574,0,0,0,0,0
93,0,0,1,0,15.7,8.54,11.63,441,310,488,1239,0,1.4,1.5625,1.9375,1.633333333,0.748137785,0.122222222,0.13,0.268,0.175172414,0.14497834,0.28,0.2,0.68,0.68,9.324146982,0,14.81481481,7.407407407,22.22222222,11.11111111,66.66666667,0,77.77777778,66.66666667,0.231111111,0.139,0.147,0.170344828,0.161455053,0.5,0.26,0.56,0.56,29.16666667,0.458333333,0,25,50,25,45.83333333,1.333333333,50,0,0.125,0,0.041666667,0.541666667,0,0,0.5,0.166666667,0,0,0,0,0,0,1.5,0.5,37.5,62.5,0,23.125,0.045454545,34.45945946,14.06559309,65.54054054,0,0,0,0,0
96,0,0,0,0,17.6,8.47,8.81,2146,1481,969,4596,0,5.1,4.775,4.6375,4.8375,1.221834864,0.345,0.219375,0.27875,0.281041667,0.145926819,0.84,0.39,0.42,0.84,17.21275019,0,19.14893617,2.127659574,21.27659574,0,74.46808511,4.255319149,78.72340426,74.46808511,0.26,0.356,0.276,0.291875,0.23431799,0.89,0.89,0.53,0.89,33.33333333,0.458333333,37.5,25,0,20.83333333,45.83333333,1,41.66666667,0,0,0.875,0.291666667,0.625,0,0,0,0,0.25,0.5,0.25,0.333333333,0.5,0,0.5,0.333333333,8.333333333,66.66666667,25,42.5,1.791666667,40.01501502,14.58339456,59.98498498,0,0,0,0,0
108,0,0,0,0,17.7,7.97,12.27,1076,737,511,2324,0,3.425,2.5875,2.8875,2.966666667,1.063900399,0.301538462,0.488333333,0.294166667,0.35972973,0.282965315,1.3,1.2,0.78,1.3,8.246932131,0,8.108108108,2.702702703,10.81081081,8.108108108,81.08108108,0,89.18918919,81.08108108,0.319166667,0.204545455,0.270909091,0.25972973,0.245373711,0.84,0.67,1.01,1.01,25,0.391304348,12.5,50,37.5,33.33333333,37.5,1.416666667,41.66666667,0,0.25,0,0.083333333,0.041666667,1.25,1.75,0.25,1.083333333,0.25,0,0,0.083333333,0.5,1.75,0.5,0.916666667,16.66666667,79.16666667,4.166666667,33.54166667,0.916666667,100,0,0,0,0,0,0,0
109,0,0,0,0,13.6,8.95,11.36,931,261,262,1454,0.825309491,3.75,4.3375,3.225,3.770833333,1.40479897,0.279090909,0.14,0.2725,0.229310345,0.191943649,0.8,0.24,0.66,0.8,16.44423559,0,0,0,0,3.571428571,92.85714286,3.571428571,100,92.85714286,0.315,0.194,0.22,0.237241379,0.193167147,0.71,0.45,0.64,0.71,33.33333333,0.5,12.5,12.5,25,16.66666667,50,1.083333333,25,0,0,0,0,0.25,0.25,0,0,0.083333333,0.75,0.25,0,0.333333333,1,0,0.75,0.583333333,37.5,41.66666667,20.83333333,33.54166667,0.625,53.37837838,12.88049467,46.62162162,0,0,0,0,0
117,1,1,1,0,12.4,7.84,12.06,1038,593,480,2111,2.643297016,3.95,3.45,3.1625,3.520833333,0.954157569,0.288571429,0.231538462,0.204,0.240714286,0.137652671,0.7,0.48,0.46,0.7,14.62660732,0,12.19512195,9.756097561,21.95121951,0,73.17073171,4.87804878,78.04878049,73.17073171,0.124615385,0.265,0.164285714,0.187619048,0.165585576,0.6,0.52,0.29,0.6,29.16666667,0.333333333,62.5,25,25,37.5,33.33333333,1.25,33.33333333,0,0.125,0.125,0.083333333,0.583333333,0.25,0.25,0.5,0.333333333,0.25,0.25,0.75,0.416666667,0.75,0.75,0.75,0.75,37.5,50,12.5,27.91666667,0.291666667,67.3290938,11.02989779,32.6709062,0,0,0,0,0
118,0,0,0,0,20,8.5,12.23,1323,1277,1233,3833,0,5.5875,5.3625,5.3625,5.4375,0.828205236,0.390666667,0.319375,0.343333333,0.350434783,0.12379116,0.62,0.56,0.59,0.62,15.51643921,2.173913043,10.86956522,8.695652174,21.73913043,2.173913043,76.08695652,0,78.26086957,76.08695652,0.276666667,0.463125,0.33875,0.361276596,0.241585497,0.6,1.04,0.91,1.04,16.66666667,0.772727273,0,0,12.5,4.166666667,70.83333333,1.1,8.333333333,0,0.625,0.285714286,0.318181818,0.434782609,0,0,0,0,0,0,0,0,1.5,0.5,0,0.666666667,0,45.83333333,50,50.86956522,1.166666667,38.43843844,14.65822268,61.56156156,0,0,0,0,0
123,0,0,0,0,14.3,10.21,9.65,1090,929,1284,3303,0.326975477,4.4625,4.2375,4.6625,4.454166667,1.463164874,0.35,0.184285714,0.375714286,0.305454545,0.187684229,0.8,0.34,0.76,0.8,14.58209325,0,2.272727273,4.545454545,6.818181818,2.272727273,90.90909091,0,93.18181818,90.90909091,0.180666667,0.352307692,0.181538462,0.234545455,0.217142698,0.51,1.24,0.34,1.24,29.16666667,0.52173913,12.5,25,12.5,16.66666667,50,1.75,66.66666667,0,0.375,0.25,0.208333333,0.625,0,0,0.75,0.25,0.5,0,0,0.166666667,0.25,0,0.75,0.333333333,29.16666667,50,20.83333333,34.375,1.083333333,11.20826709,7.220057722,88.79173291,0,0,0,0,0
128,0,0,0,0,15.7,7.68,11.04,641,360,217,1218,0,3.3875,3.5875,2.5375,3.170833333,0.789319557,0.383846154,0.215,0.33,0.299189189,0.135449424,0.64,0.36,0.44,0.64,10.59808793,8.108108108,62.16216216,13.51351351,83.78378378,10.81081081,5.405405405,0,16.21621622,62.16216216,3.1425,0.284666667,0.345,1.223513514,5.877957514,36,0.55,0.79,36,4.166666667,0.791666667,50,0,0,16.66666667,79.16666667,0.333333333,8.333333333,0.625,0,0,0.208333333,0.708333333,0.25,0.25,0,0.166666667,0,0,0,0,4,0.25,0.25,1.5,33.33333333,50,16.66666667,27.91666667,1.25,52.64864865,16.69610733,47.35135135,0,0,0,0,0
130,1,1,0,0,11.2,7.7,7.4,406,653,530,1589,0.490874764,3.275,2.3375,3.1625,2.925,1.614135924,0.283333333,0.17,0.403846154,0.285789474,0.198516547,0.58,0.38,0.78,0.78,10.23480663,0,45.94594595,0,45.94594595,0,54.05405405,0,54.05405405,54.05405405,0.030833333,0.106153846,0.0675,0.067368421,0.109832408,0.15,0.33,0.46,0.46,16.66666667,0.208333333,87.5,37.5,62.5,62.5,41.66666667,1.333333333,41.66666667,0.25,0.5,1,0.583333333,0.791666667,0,0,0,0,3.5,0.5,1.25,1.75,0.666666667,0.5,2,1.090909091,16.66666667,70.83333333,12.5,32.08333333,0.416666667,9.009009009,5.130189137,90.99099099,0,0,0,0,0
135,0,0,0,0,14.5,7.78,10.3,697,627,267,1591,0,1.3625,1.425,1.4375,1.408333333,0.430284705,0.246,0.238,0.172,0.218666667,0.114100178,0.56,0.38,0.24,0.56,6.44054878,0,76.66666667,0,76.66666667,3.333333333,20,0,23.33333333,76.66666667,0.269,0.154444444,0.19,0.198333333,0.167127524,0.9,0.24,0.42,0.9,20.83333333,0.416666667,37.5,62.5,12.5,37.5,41.66666667,0.583333333,25,0.375,0,0.25,0.208333333,0.458333333,1.25,1.25,0.75,1.083333333,0,0,0,0,1.25,0.5,0,0.583333333,0,66.66666667,33.33333333,42.70833333,0.583333333,94.14414414,5.411627693,5.855855856,0,0,0,0,0
149,1,1,1,0,13.1,8.12,11.52,2178,2164,1094,5436,2.008830022,4.6125,4.31875,7.36875,5.433333333,1.911388447,0.295333333,0.233125,0.651875,0.395531915,0.259177701,0.68,0.66,0.98,0.98,13.73677604,2.173913043,30.43478261,0,32.60869565,0,65.2173913,2.173913043,67.39130435,65.2173913,0.351333333,0.31125,0.0225,0.225744681,0.278222187,1.02,0.85,0.07,1.02,33.33333333,0.130434783,37.5,12.5,100,50,41.66666667,0.416666667,8.333333333,0.5,0.25,0,0.25,1.083333333,0.75,0,1.25,0.666666667,0.5,0,0.5,0.333333333,2,0,3.25,1.75,16.66666667,66.66666667,16.66666667,37.70833333,0.458333333,53.75375375,11.99708959,46.24624625,0,0,0,0,0
154,1,1,1,0,15.4,8.44,14.32,1593,1509,1473,4575,0.931147541,4.15,3.375,4.2375,3.920833333,1.798786829,0.347692308,0.23,0.351666667,0.310810811,0.222740237,0.74,0.58,1,1,12.61485507,0,2.702702703,0,2.702702703,0,94.59459459,2.702702703,97.2972973,94.59459459,0.155833333,0.311818182,0.249166667,0.231351351,0.262002567,0.97,0.74,0.8,0.97,41.66666667,0.208333333,50,12.5,50,37.5,41.66666667,0.75,8.333333333,0,0,0,0,0.208333333,0,1.25,1.75,1,0.25,0.25,0.75,0.416666667,2.25,0.75,1.5,1.5,16.66666667,62.5,20.83333333,38.75,0.25,89.3481717,10.74199117,10.6518283,0,0,0,0,0
156,1,1,1,0,10.5,8.38,13.25,443,358,437,1238,0.339256866,4.4,3.1125,2.4875,3.333333333,1.468707408,0.2325,0.193333333,0.153333333,0.197,0.119876004,0.54,0.52,0.3,0.54,16.92047377,2.5,5,7.5,15,2.5,82.5,0,85,82.5,0.196666667,0.273636364,0.303636364,0.2665,0.195153457,0.42,0.56,0.8,0.8,62.5,0.25,25,12.5,0,12.5,62.5,0.833333333,16.66666667,1.25,0,0.75,0.666666667,1.083333333,0,0.25,0,0.083333333,0.25,1,1,0.75,0.75,0.25,1,0.666666667,29.16666667,50,20.83333333,30,0.583333333,2.777777778,2.171057821,97.22222222,0,0,0,0,0
157,0,1,0,0,14.8,8.2,10.8,1260,1262,804,3326,2.868310283,7.65,5.7,3.8875,5.745833333,2.336102136,0.36125,0.350625,0.584375,0.432083333,0.184032355,0.6,0.65,0.8,0.8,13.29797493,0,45.83333333,0,45.83333333,0,50,4.166666667,54.16666667,50,0.241875,0.195,0.0975,0.178125,0.20089858,1.1,0.38,0.17,1.1,8.333333333,0.52173913,12.5,12.5,87.5,37.5,50,0.666666667,25,0,0.25,0,0.083333333,0.291666667,0.25,0.5,1,0.583333333,1,1.25,0,0.75,1.25,1,1.75,1.333333333,20.83333333,58.33333333,20.83333333,37.5,0.416666667,64.86486486,15.83177695,35.13513514,0,0,0,0,0
163,0,0,0,0,16,8.5,10.29,615,552,402,1569,2.40917782,4.0875,4.5375,4.4125,4.345833333,1.467319107,0.298571429,0.1225,0.333333333,0.247555556,0.204463328,0.88,0.26,0.82,0.88,17.55498205,0,8.888888889,0,8.888888889,2.222222222,88.88888889,0,91.11111111,88.88888889,0.091538462,0.201333333,0.117142857,0.135333333,0.133546042,0.47,0.43,0.42,0.47,25,0.375,62.5,0,50,37.5,37.5,1.916666667,58.33333333,0,0.375,0,0.125,0.5,0,0,0,0,0.75,1,0.25,0.666666667,1.5,0.5,2.75,1.583333333,25,54.16666667,20.83333333,32.70833333,0.5,27.18146718,13.37016621,72.81853282,0,0,0,0,0
170,0,0,0,0,14.6,8.81,8.91,217,128,220,565,0,1.85,1.7,1.9875,1.845833333,0.798356555,0.14,0.1175,0.0925,0.116666667,0.071909766,0.3,0.24,0.16,0.3,15.82142857,0,33.33333333,0,33.33333333,0,66.66666667,0,66.66666667,66.66666667,0.09125,0.075,0.09625,0.0875,0.087984682,0.29,0.23,0.25,0.29,0,0.458333333,75,50,37.5,54.16666667,54.16666667,0.833333333,33.33333333,0.5,0.625,0.5,0.541666667,0.5,0.25,0,0,0.083333333,0.5,1.25,0.75,0.833333333,0.75,0.5,0.5,0.583333333,33.33333333,62.5,4.166666667,26.25,0.625,4.504504505,3.446561747,95.4954955,0,0,0,0,0
14b,0,0,0,0,12.2,8.27,11.8,527,413,586,1526,0.786369594,1.85,1.85,4.0125,2.570833333,1.336276191,0.27,0.165454545,0.576363636,0.339375,0.20874336,0.5,0.26,0.78,0.78,7.575199509,0,43.75,18.75,62.5,9.375,28.125,0,37.5,43.75,0.32,0.556363636,0.05,0.3084375,0.296300952,1.1,0.89,0.09,1.1,25,0.416666667,0,0,100,33.33333333,41.66666667,0.416666667,8.333333333,0,0,0.25,0.083333333,0.125,0.25,1.25,0.25,0.583333333,0,0,0,0,0.75,0.25,3.75,1.583333333,8.333333333,66.66666667,20.83333333,37.82608696,0,100,0,0,0,0,0,0,0
32b,0,0,0,0,18.1,8.63,12.16,442,503,424,1369,0,2.0125,2.0875,1.85,1.983333333,0.285393194,0.221428571,0.321875,0.41,0.303421053,0.120859005,0.38,0.48,0.52,0.52,6.536571263,0,15.78947368,2.631578947,18.42105263,15.78947368,65.78947368,0,81.57894737,65.78947368,0.379230769,0.255333333,0.32375,0.310263158,0.197299153,0.77,0.58,0.83,0.83,8.333333333,0.913043478,0,0,0,0,87.5,1.166666667,25,0,0,0,0,0.166666667,1,1,1,1,0.25,0,0.5,0.25,0.5,0.5,0.25,0.416666667,0,91.66666667,8.333333333,39.79166667,0.416666667,92.94294294,6.088937789,7.057057057,0,0,0,0,0
57b,0,0,0,0,17.5,7.99,11.08,420,573,1025,2018,0,2.3875,3.1125,3.525,3.008333333,0.765515834,0.190909091,0.325454545,0.559166667,0.364411765,0.218745614,0.46,0.62,0.82,0.82,8.255313425,0,78.125,3.125,81.25,0,18.75,0,18.75,78.125,0.137272727,0.154545455,0.028333333,0.104411765,0.162633464,0.32,0.78,0.09,0.78,12.5,0.291666667,12.5,62.5,100,58.33333333,45.83333333,0.166666667,8.333333333,0.375,0.625,0.25,0.416666667,0.958333333,0,0.25,0,0.083333333,0,0,0,0,1.5,2.25,4,2.583333333,8.333333333,87.5,4.166666667,38.33333333,3.166666667,60.58558559,15.92190764,39.41441441,0,0,0,0,0
201_NCT,0,0,0,0,13.5,8.49,12.65,512,432,401,1345,2.230483271,4.7375,4.15,4.9875,4.625,1.455499317,0.213333333,0.135833333,0.164166667,0.171111111,0.124734639,0.5,0.32,0.63,0.63,27.02922078,3.703703704,0,0,3.703703704,0,85.18518519,11.11111111,96.2962963,85.18518519,0.1875,0.254166667,0.324545455,0.253428571,0.254638647,0.4,0.76,1.04,1.04,45.83333333,0.291666667,25,25,25,25,45.83333333,0.833333333,0,0,0,0,0,0.291666667,0,0,0,0,1.25,2.666666667,2.5,2.090909091,1,0.5,0,0.545454545,45.83333333,45.83333333,8.333333333,25.625,0,31.00600601,12.91618279,68.99399399,0,0,0,0,0
202_CWT,0,0,0,0,14.7,8.53,11.05,670,380,380,1430,1.93006993,3.5125,2.8125,2.225,2.85,0.93063793,0.278333333,0.156363636,0.162,0.202424242,0.110765245,0.48,0.28,0.22,0.48,14.07934132,0,9.090909091,3.03030303,12.12121212,0,87.87878788,0,87.87878788,87.87878788,0.305833333,0.542727273,0.728,0.512727273,0.317039752,0.78,0.92,1.23,1.23,66.66666667,0.304347826,0,0,0,0,66.66666667,1.75,50,0,0.25,0.5,0.25,0.291666667,0.25,0,0,0.083333333,0,0,0.25,0.083333333,1.25,0,0,0.416666667,50,45.83333333,4.166666667,24.58333333,0.35,32.61882572,13.86395902,67.38117428,0,0,0,0,0
1,0,0,0,1,13.5,8.56,10.11,2200,1072,1133,4405,0.326901249,5.6875,5.925,6.375,5.995833333,1.194727244,0.32625,0.4225,0.224375,0.324375,0.156720462,0.59,0.88,0.48,0.88,18.48426461,0,20.83333333,4.166666667,25,8.333333333,64.58333333,2.083333333,75,64.58333333,0.314,0.197333333,0.294666667,0.265,0.171364983,0.56,0.53,0.85,0.85,29.16666667,0.583333333,0,37.5,0,12.5,58.33333333,0.5,8.333333333,0.625,0.25,1,0.625,0.875,0,0,0.5,0.166666667,1.5,0,0.25,0.583333333,0.75,1.5,0.5,0.916666667,8.333333333,70.83333333,20.83333333,41.04166667,0.916666667,19.51951952,11.87821803,80.48048048,0,0,0,0,0
4,0,0,0,1,13.4,8.41,10.77,884,631,410,1925,2.337662338,3.2375,2.1875,1.775,2.4,1.006068543,0.138333333,0.223333333,0.134545455,0.166285714,0.093150281,0.26,0.5,0.26,0.5,14.43298969,0,11.42857143,0,11.42857143,0,88.57142857,0,88.57142857,88.57142857,0.395833333,0.345,0.260909091,0.336,0.269446055,0.93,0.72,0.75,0.93,50,0.5,0,0,0,0,50,1.833333333,58.33333333,0.375,0.125,0,0.166666667,0.25,0,0.75,0.5,0.416666667,1,0.25,0.25,0.5,0.25,1,0,0.416666667,12.5,70.83333333,16.66666667,40,0.166666667,45.67567568,16.07842621,54.32432432,0,0,0,0,0
17,0,0,0,1,17.1,8.85,10.36,203,260,450,913,0.065717415,2.0625,1.95,2.51875,2.177083333,0.535273024,0.258888889,0.3125,0.3875,0.3172,0.12607934,0.36,0.44,0.74,0.74,6.863440521,0,28,0,28,0,72,0,72,72,0.4975,0.58125,0.39125,0.4924,0.214850336,0.79,1.05,0.78,1.05,4.166666667,0.913043478,0,0,12.5,4.166666667,87.5,0.916666667,16.66666667,0.125,0,0,0.041666667,0.625,1.5,1.25,1.25,1.333333333,0,0,0,0,0,0,0.25,0.083333333,0,54.16666667,45.83333333,51.66666667,0.166666667,81.53153153,12.07426514,18.46846847,0,0,0,0,0
20,0,0,0,1,13.4,8.8,13.01,1987,1464,1064,4515,0.956810631,4.3875,4.8375,3.9375,4.3875,1.188097676,0.25625,0.206,0.210666667,0.225,0.113778537,0.56,0.4,0.32,0.56,19.5,0,13.04347826,0,13.04347826,8.695652174,73.91304348,4.347826087,86.95652174,73.91304348,0.2125,0.166666667,0.194666667,0.19173913,0.163493858,0.61,0.49,0.46,0.61,54.16666667,0.166666667,25,37.5,25,29.16666667,54.16666667,0.833333333,25,0.125,0.25,0.25,0.208333333,0.75,0,0,0,0,1,1.75,0.5,1.083333333,0.75,0.75,0.75,0.75,12.5,79.16666667,8.333333333,33.54166667,0.708333333,6.563706564,4.754475998,93.43629344,0,0,0,0,0
25,1,1,1,1,15.7,8.12,11.67,432,293,220,945,0,1.0375,0.925,0.95,0.970833333,0.272634756,0.2325,0.1775,0.22,0.21,0.102108212,0.53,0.32,0.36,0.53,4.623015873,0,12.5,0,12.5,8.333333333,79.16666667,0,87.5,79.16666667,0.3025,0.41375,0.265,0.327083333,0.190684788,0.67,0.93,0.36,0.93,20.83333333,0.708333333,25,0,0,8.333333333,70.83333333,0.583333333,16.66666667,0,0,0,0,0.208333333,1,1.5,1.25,1.25,0,0,0,0,0,0.25,0,0.083333333,0,70.83333333,29.16666667,47.5,0,98.1981982,1.775250729,1.801801802,0,0,0,0,0
29,0,0,0,1,23.2,7.96,10.3,476,504,313,1293,0.092807425,1.575,3.675,2.7,2.65,1.221545706,0.22,0.298333333,0.168181818,0.231935484,0.08611695,0.3,0.42,0.3,0.42,11.4255911,0,20.68965517,0,20.68965517,0,79.31034483,0,79.31034483,79.31034483,0.28,0.082727273,0.25,0.191612903,0.186155791,0.68,0.18,0.67,0.68,25,0.375,25,75,12.5,37.5,37.5,1.25,41.66666667,0,0,0.125,0.041666667,0.625,1,0.5,1,0.833333333,0,0,0.5,0.166666667,0.5,1.25,0.5,0.75,16.66666667,54.16666667,29.16666667,36.25,0.166666667,42.11711712,12.07896995,57.88288288,0,0,0,0,0
33,0,0,0,1,13.1,7.91,12.12,251,307,178,736,0,1.9625,2.0625,1.8875,1.970833333,0.742193674,0.26,0.2125,0.2025,0.225,0.20295641,0.7,0.84,0.4,0.84,8.759259259,0,4.347826087,0,4.347826087,0,95.65217391,0,95.65217391,95.65217391,0.16125,0.125,0.13625,0.140833333,0.087074015,0.29,0.25,0.28,0.29,41.66666667,0.291666667,37.5,12.5,37.5,29.16666667,41.66666667,1.75,58.33333333,0.375,0.625,0.5,0.5,1.166666667,0.5,0,0.75,0.416666667,0.75,0.25,1.25,0.75,0.75,0.25,0.75,0.583333333,37.5,54.16666667,8.333333333,25.41666667,1.208333333,7.807807808,6.186518882,92.19219219,0,0,0,0,0
36,0,0,0,1,25.7,8.67,12.74,249,225,159,633,0,2.0375,1.6125,1.9375,1.8625,0.596957868,0.13125,0.227272727,0.148333333,0.171935484,0.177020137,0.24,0.86,0.42,0.86,10.83255159,7.142857143,3.571428571,0,10.71428571,3.571428571,82.14285714,3.571428571,89.28571429,82.14285714,0.1625,0.15,0.127272727,0.167741935,0.188001945,0.36,0.39,0.25,0.39,29.16666667,0.583333333,0,25,12.5,12.5,58.33333333,1.833333333,75,0.125,0.25,0,0.125,0.291666667,0.25,0.25,0,0.166666667,0.5,1,0.25,0.583333333,0.25,1,0.5,0.583333333,37.5,41.66666667,20.83333333,30.83333333,0.75,55.06756757,15.75978958,44.93243243,0,0,0,0,0
39,0,0,0,1,12.5,8.5,10.3,477,537,484,1498,0,0.95,0.6875,1.1,0.9125,0.240131305,0.2825,0.305,0.46,0.349166667,0.359079943,0.42,0.4,2,2,2.613365155,0,100,0,100,0,0,0,0,100,0.07,0.1325,0.13,0.110833333,0.0626874,0.14,0.29,0.19,0.29,0,0.208333333,50,100,87.5,79.16666667,75,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.75,0,1,0.583333333,8.333333333,91.66666667,0,32.70833333,0.541666667,80.18018018,11.26001238,19.81981982,0,0,0,0,0
40,0,0,0,1,15.4,8.13,10.86,1173,674,1484,3331,1.549084359,7.5625,5.15,5.725,6.145833333,1.778856293,0.30375,0.2675,0.17125,0.2475,0.129129656,0.5,0.48,0.62,0.62,24.83164983,0,4.545454545,0,4.545454545,2.272727273,93.18181818,0,95.45454545,93.18181818,0.31,0.392666667,0.402666667,0.366458333,0.246218115,1.04,0.88,0.86,1.04,50,0.391304348,0,12.5,12.5,8.333333333,50,1.166666667,41.66666667,0,0,0.25,0.083333333,0.333333333,0.5,1,0,0.5,0.75,1.75,0.25,0.916666667,0.75,0.25,0,0.333333333,12.5,87.5,0,33.33333333,0.208333333,61.63663664,15.10500285,38.36336336,0,0,0,0,0
41,0,0,0,1,19.2,8.32,14.31,739,554,555,1848,0,3.075,2.7,3.185714286,2.97826087,0.838264724,0.275,0.233333333,0.190909091,0.234285714,0.136387978,0.62,0.52,0.5,0.62,12.71208908,2.941176471,5.882352941,0,8.823529412,14.70588235,76.47058824,0,91.17647059,76.47058824,0.146363636,0.31,0.27,0.242,0.171769339,0.26,0.86,0.5,0.86,37.5,0.416666667,12.5,37.5,12.5,20.83333333,41.66666667,2,75,0.125,0,0,0.041666667,0,1,1,0,0.666666667,0,0,0,0,0.75,1,1,0.916666667,20.83333333,58.33333333,20.83333333,34.79166667,1.708333333,100,0,0,0,0,0,0,0
52,0,0,0,1,14.3,8.66,9.94,214,276,882,1372,0.043731778,1.4125,1.9625,2.3,1.891666667,0.550822836,0.2,0.218,0.265,0.226923077,0.078779146,0.28,0.4,0.38,0.4,8.336158192,0,11.53846154,0,11.53846154,19.23076923,69.23076923,0,88.46153846,69.23076923,0.58625,0.521,0.30375,0.474230769,0.208560266,0.99,0.95,0.42,0.99,29.16666667,0.708333333,0,0,0,0,70.83333333,2.545454545,75,0.5,0.75,0.875,0.708333333,0.416666667,0.5,0,0,0.166666667,0.25,1.25,0.25,0.583333333,0,0,0.25,0.083333333,4.166666667,75,20.83333333,39.125,0.833333333,7.432432432,5.119037552,92.56756757,0,0,0,0,0
