"uid","HUC8","Site","OutletX","OutletY","HAiFLS_alt","HAiFLS_bmp","HAiFLS_ag","HAiFLS_dev","HAiFLS_for","HAiFLS_pas","Easting","Northing","YrSmpld","Order","SegLen","elev_m","Sinuosity","pctSlope","dgreSlope","CatArea_km2"
"UPI_1414","UPI",1414,-91.343690478,43.468211281,34.1191406,65.8610153,0.3148152,4.9364219,64.087616,28.8679028,633778.293129,4814158.79892,2018,3,450.606687077,202.167724609,1.1689765699,0.571810279847,0.00571804047866,9.50311147822
"UPI_93","UPI",93,-91.632541962,43.402898052,41.5553322,58.44384,12.3707876,0.4038334,57.9315987,28.7807102,610254.040474,4807531.8953,2018,2,213.715356535,298.115692139,1.06150335475,1.39484012629,0.0139474967779,2.63473553268
"UPI_149","UPI",149,-91.613228346,43.397268558,52.608532,46.2756729,19.796442,4.3490682,43.5465355,28.4630222,611899.311345,4805809.69479,2018,3,405.893265171,252.205688477,1.0732557216,4.49829347533,0.0449526310799,16.2083220712
"UPI_117","UPI",117,-91.393346657,43.37416288,35.6902733,64.1711426,2.9127879,0.1515671,64.0907898,32.6259155,630156.830183,4803439.95123,2018,3,1207.09364298,243.950469971,1.26703798953,4.4551419772,0.0445219791747,9.91821668346
"UPI_1","UPI",1,-91.490019135,43.33602446,58.6448364,41.3490601,7.0419693,10.1226835,39.1816711,41.4801826,622858.23575,4798728.26946,2018,3,1309.00712495,296.441101074,1.23633001633,0.487275817236,0.00487271960702,9.1326982674
"UPI_85","UPI",85,-91.405696008,43.385127026,41.6629295,57.5964241,7.2566895,8.9017849,57.5264244,25.5044537,628878.153848,4804272.48841,2018,3,1905.09423549,234.664245605,1.28335467601,0.140089699702,0.0014008960806,11.5763287151
"UPI_112","UPI",112,-91.802773823,43.218216685,95.4528275,4.0351295,53.7620773,0.8200572,3.1159301,40.8706894,597554.224403,4785373.7905,2019,3,585.675193379,328.634887695,1.1332575025,31.9879245157,0.309593402566,8.88046126633
"UPI_151","UPI",151,-91.662348357,43.263772599,84.3685837,15.4623003,57.4563255,2.3278322,13.1353903,24.5844231,608586.195068,4790951.43523,2019,2,661.84384308,281.376556396,1.09214027021,4.05152888945,0.0404931422404,4.97558556567
"UPI_153","UPI",153,-92.047274535,43.448209585,0.118678,99.8813248,0.118678,0,99.8813248,0,577117.285938,4810930.0918,2019,1,310.157194554,320.803283691,1.08335785827,0.351385945649,0.00351384499448,0.0682363218789
"UPI_23","UPI",23,-92.064858948,43.385244696,77.8466034,22.1533966,58.2827911,10.7333879,3.3422244,8.8304253,575724.774034,4803979.09864,2019,3,685.551815828,355.519439697,1.31113651658,0.905339807104,0.00905315073225,9.22708263311
"UPI_25","UPI",25,-92.139674666,43.39244116,93.1652756,6.761116,82.6107407,5.5542722,0.3393331,5.0002637,569678.255918,4804744.72379,2019,4,1115.6984947,372.933929443,1.26211563149,3.81534015703,0.038134904649,15.6901561644
"UPI_28","UPI",28,-91.815026599,43.300108093,76.0073166,23.4498863,39.621933,4.277864,12.1601791,32.1075211,596108.810923,4794832.96718,2019,3,580.05804278,268.602935791,1.12023163045,0.900719,0.009007,24.2131372692
"UPI_70","UPI",70,-91.414726973,43.47777811,37.6862144,62.3137856,7.2748556,3.832931,62.1048622,26.5784283,628217.055398,4815085.89459,2019,3,839.175102488,228.271286011,1.10685619351,20.8567531668,0.205619834998,10.6732240441
"UPI_73","UPI",73,-91.389774282,43.373335825,58.202919,41.775425,30.6348381,1.3671564,40.6795349,26.2009258,630817.415029,4803257.03575,2019,3,1164.05246915,250.276412964,1.27513416043,0.307057562111,0.00307056597092,14.0322953929
"UPI_78","UPI",78,-91.365255444,43.422717765,23.7121487,76.2878494,9.3273573,3.7942924,74.7585602,10.590498,632691.684608,4808782.57985,2019,3,1240.68630192,203.414932251,1.22492868762,0.803609750771,0.00803592452707,14.7407404036
"UPI_7878","UPI",7878,-91.367697673,43.422198886,0.5363037,99.4636993,0.1374996,0.0023099,93.3640213,0.3964942,632125.3127,4808950.79792,2019,2,529.573289943,201.459213257,1.17377717792,28.5848519792,0.278423757808,2.66039408868
"YEL_103","YEL",103,-91.273432363,43.402117144,5.2930517,94.7069473,0.2447607,0.0716737,94.6966782,4.9766173,639595.890613,4806827.00929,2018,3,636.896045465,213.278594971,1.11606209254,1.05908898939,0.0105904939379,5.22705804711
"YEL_29","YEL",29,-91.465581993,43.287073178,78.7865143,18.3821888,14.3307648,2.5712824,11.331625,61.8844643,623900.116162,4793833.68443,2018,3,877.542275472,340.772277832,1.03505854639,2.52194157873,0.0252140711514,3.80286817932
"YEL_77","YEL",77,-91.449919273,43.245336865,91.3974228,7.7862539,49.0854378,10.9829483,3.0320177,31.3290348,624764.498515,4789210.30297,2018,3,390.013764253,333.928222656,1.14971591412,9.82287829417,0.0979146664407,7.76788473564
"YEL_105","YEL",105,-91.473082642,43.195699763,74.811676,25.1883221,39.5021591,1.9648181,22.97715,33.3446999,624501.04904,4785143.52355,2018,3,2181.59431614,324.522888184,1.35795603747,2.742784272,0.027420967957,5.87793778198
"YEL_33","YEL",33,-91.452798637,43.164952647,78.0066986,21.9932995,1.24325,27.2963181,19.2373295,49.4671326,625283.275438,4782809.07795,2018,2,629.508054011,309.213806152,1.09780039749,19.6313626368,0.193848470089,3.57871851671
"YEL_73","YEL",73,-91.635416462,43.137725494,92.8608704,7.1390204,56.1170578,4.2284298,1.6613392,32.5153809,610930.787906,4776301.34992,2018,3,545.850271574,317.370819092,1.25354048579,2.99979509065,0.0299889576058,2.61575554707
"YEL_36","YEL",36,-91.387441534,43.135438793,49.866333,49.9774475,27.0596352,0.7919729,34.5244102,22.0147266,630274.943452,4778692.0245,2018,2,673.62262841,274.491790771,1.31144619623,12.5509290918,0.124856418748,4.96826745081
"YEL_25","YEL",25,-91.658020352,43.126126761,98.2294464,1.7705498,69.1881485,14.9073629,0,14.133935,609079.904881,4775692.72476,2018,2,668.725870609,335.887115479,1.19323011089,0.490758616982,0.00490754677163,3.81724530205
"YEL_57","YEL",57,-91.646768515,43.125376401,97.7161102,2.2838922,55.5800171,0.3201689,0.6838439,41.8159218,609984.809777,4775209.14234,2018,2,693.410351135,330.174072266,1.3271329956,7.51774394653,0.0750362923252,3.37563244456
"YEL_65","YEL",65,-91.610401637,43.131008069,91.6904831,7.9753165,57.5511398,5.3727636,4.9131527,28.7665825,613051.098242,4776106.93675,2018,2,1350.95478358,312.285125732,1.05065084485,5.25307624888,0.0524825231192,4.81383722391
"YEL_120","YEL",120,-91.376962055,43.130154937,53.3406868,46.4132423,23.1831112,6.3725605,41.5897789,23.7850151,631513.961671,4776624.63285,2018,4,726.870703625,232.431610107,1.26331508724,7.43378379571,0.0742013570714,14.7159859024
"YEL_129","YEL",129,-91.513774432,43.080567463,91.8724976,8.1275063,47.2624512,7.2053204,3.297807,37.4047203,620492.922774,4771220.23191,2018,3,1198.85654677,333.491455078,1.12354194974,2.51385729228,0.0251332795074,3.28889035392
"YEL_113","YEL",113,-91.493903022,43.076832994,94.8393326,5.1606674,77.4987411,0.1666698,3.8025002,17.1739254,622463.518489,4770251.64451,2018,2,440.045866785,320.778442383,1.19281047135,14.765618607,0.146596924641,2.79821843791
"YEL_52","YEL",52,-91.454559058,43.072198012,80.2501678,10.3867998,25.9506397,0.5134071,9.0536451,53.7861214,625892.698926,4769759.91992,2018,1,2209.62054923,303.542755127,1.27294074804,5.99052098059,0.0598337044128,1.81446159718
"YEL_39","YEL",39,-91.215335679,43.335715385,8.0743074,91.9256897,0,0.9510559,2.6882932,7.1232514,644593.783239,4799628.16959,2018,1,502.048881355,191.199203491,1.33368968531,1.69511532678,0.0169495299572,0.333403294976
"YEL_150","YEL",150,-91.202899476,43.238361259,32.7077255,67.2903748,0.3048012,0.001422,59.7135811,32.4015007,645761.170457,4789130.83704,2018,2,740.076208172,260.645019531,1.10881666716,0.0364688741537,0.000364688725369,2.87186023906
"YEL_41","YEL",41,-91.648984732,43.163146728,88.883194,10.8288403,60.5837097,3.2514522,8.23351,25.0480309,609710.44401,4780101.57732,2018,3,918.650120023,329.776000977,1.29771290339,3.06681931978,0.0306585837523,2.04553677838
"YEL_101","YEL",101,-91.733848153,43.149657336,94.3425598,5.6470518,82.560585,3.0007019,0.0014899,8.7812729,602055.349831,4778361.13981,2018,3,777.060950299,354.804901123,1.12368119396,4.18295432314,0.0418051722786,5.62257441657
"YEL_56","YEL",56,-91.359924413,43.13351051,46.1051598,53.6140747,21.1910534,0.5627063,51.2126541,24.3513985,633348.116035,4777277.40529,2018,3,713.9773065,231.461532593,1.15842987144,2.49161291543,0.0249109749843,10.2374731897
"YEL_17","YEL",17,-91.494172309,43.077177628,95.0303802,4.9696226,63.171627,3.8401604,1.6840376,28.018589,621841.071868,4770733.78284,2018,3,848.70958365,322.523254395,1.15052994681,0.198101325164,0.00198101066021,5.77456248237
"YEL_161","YEL",161,-91.46903363,43.075458315,94.3308792,5.6689916,60.0718346,3.7898176,2.7802911,30.4692307,624113.536588,4770468.96012,2018,3,394.585387608,309.156738281,1.03305345772,5.45306515819,0.0544766971765,6.0925192185
"YEL_1","YEL",1,-91.454891644,43.072168659,93.4841156,6.4884076,62.5232162,3.2870009,3.7210562,27.6738968,625611.080973,4770069.29646,2018,3,728.630403821,298.967102051,1.61247433372,0.0722113107331,0.000722112981816,5.22784912796
"YEL_201","YEL",201,-91.330580469,43.290921943,42.5711327,57.4284515,1.5748994,3.8850839,55.9356232,37.1111488,635444.242889,4794230.49903,2018,3,1413.63119518,236.125335693,1.44801206942,5.25454338693,0.0524971541145,8.58196495317
"YEL_82","YEL",82,-91.292727234,43.283938566,38.1461182,61.8538818,16.2143326,0.0705167,61.8455505,21.861269,638363.356756,4793514.74624,2018,3,882.30486962,237.771194458,1.26279533746,0.0575517601098,0.000575517537557,5.56262393916
"YEL_178","YEL",178,-91.281162137,43.296915247,36.8638763,62.6018257,8.4783268,3.4651558,60.1216202,24.9203949,639155.361803,4795013.88483,2018,4,546.354707757,215.352813721,1.22045111866,1.43784641998,0.0143774734537,7.07252648795
"YEL_203","YEL",203,-91.506119368,43.209364147,92.2485962,7.7512555,70.7193222,8.1411123,5.0032735,13.3881636,620182.425262,4787545.2386,2018,4,407.835431741,345.087860107,1.17337463702,22.8059643631,0.224224740015,28.4071363922
"YEL_119","YEL",119,-91.155556514,43.20551289,28.3814011,70.9513321,7.8624406,3.8636642,69.4409866,16.6552963,650258.511764,4786402.18677,2018,4,1117.4675726,197.698776245,1.26480074718,0.591644455563,0.00591637552338,20.1203207587
"YEL_193","YEL",193,-91.468267693,43.162238158,78.6379547,21.0119781,51.7653847,7.0217752,16.8383675,19.8507919,624002.858153,4781915.83465,2018,4,1247.76238382,263.329101563,1.38580629664,1.98464156005,0.0198438105127,25.0692313885
"YEL_80","YEL",80,-91.231521671,43.08542357,16.2052765,83.794548,9.9651756,2.3520043,83.5687485,3.8880963,643342.975208,4771880.85138,2018,3,478.600183436,212.927001953,1.31171631368,11.446742312,0.113971369559,12.8766703397
"YEL_20","YEL",20,-91.359165421,43.088004408,74.9798508,23.8105583,54.3286362,4.8059058,19.3974342,15.8453074,633531.592709,4770662.20047,2018,3,232.383948845,283.982055664,1.44447150059,1.38466659854,0.013845781146,5.06711677349
"YEL_40","YEL",40,-91.432461929,43.09654083,81.7935562,17.1256542,54.169342,2.782979,14.6147203,24.8412342,627166.940974,4772479.91574,2018,3,777.799234188,262.707946777,1.35512699483,10.0335756006,0.100001073117,9.66771648855
"YEL_4","YEL",4,-91.292796399,43.04678955,87.6966858,12.3033171,68.2212372,3.6826534,8.1076403,15.7927952,638618.163216,4768058.4533,2018,3,1680.05500182,274.218017578,1.31756505431,3.11672360978,0.0311571500599,13.3601556183
"YEL_204","YEL",204,-91.541332273,43.164323673,85.4729691,14.5270329,48.5094414,0,12.9460535,36.9635277,618467.009513,4779908.68736,2018,1,649.792064248,275.269012451,1.3134302761,0.918692766573,0.00918666922102,0.464157599342
"YEL_202","YEL",202,-91.690236421,43.16848811,98.3512726,1.6487247,63.9317741,1.192233,1.5149685,33.2272682,605991.139328,4780237.386,2018,2,780.193514266,350.201721191,1.11950790851,9.83510842545,0.0980357975168,1.245249923
"YEL_106","YEL",106,-91.42409012,43.22600476,79.9727859,16.689621,32.1077843,8.7649336,15.5419941,39.1000633,628062.017829,4787123.5277,2019,2,922.118595452,305.349578857,1.18388857232,4.44268200176,0.0443976255514,4.26408492986
"YEL_109","YEL",109,-91.639236483,43.189980759,93.7376175,6.2623806,90.923172,2.0833972,0.2115441,0.7310519,610568.119477,4782792.03983,2019,2,713.84140539,355.553833008,1.1028390038,3.01765344548,0.0301673796385,1.51470173485
"YEL_118","YEL",118,-91.330498387,43.223622155,81.4273682,18.5726223,16.6326027,4.3731918,17.2362919,60.4215736,635584.022402,4786988.6686,2019,3,1709.01394886,273.477325439,1.69218003652,0.903898151443,0.0090387353553,8.00141551335
"YEL_118118","YEL",118118,-91.324497519,43.224657754,87.717453,12.2463818,44.4630585,0.6260446,11.4105396,42.6283493,636014.3252,4787168.54011,2019,2,2131.76821889,270.825012207,1.47758967511,3.32733442591,0.0332610732649,4.19627000935
"YEL_121","YEL",121,-91.697745592,43.14333032,91.6129227,8.3870745,77.1578064,0.3915699,1.9770584,14.0635471,605799.987733,4777757.68299,2019,2,1181.12669418,340.133026123,1.10882769687,1.07547550441,0.0107543404242,0.930192977411
"YEL_125","YEL",125,-91.458795983,43.287536143,84.4813538,13.971139,15.3360529,7.9610538,8.0859833,61.1842461,625016.784293,4793899.69733,2019,3,1481.09159732,332.721679688,1.14049722373,0.314468,0.003145,3.2583324287
"YEL_140","YEL",140,-91.268695877,43.0356274,48.7950325,51.2049675,24.0528851,0.50621,49.5317574,24.235939,640991.449296,4766182.92904,2019,3,1095.81432535,246.157318115,1.26038209806,0.784227040857,0.00784210964481,5.69662381313
"YEL_154","YEL",154,-91.413993546,43.28542726,82.4076309,16.9081573,35.6825027,5.9602809,13.6225748,40.7648468,628510.814571,4793708.74961,2019,4,1773.48285044,312.947937012,2.23239937034,0.684765322314,0.00684754619652,14.2233823852
"YEL_157","YEL",157,-91.656554188,43.19015838,94.6963882,5.3036137,74.2523575,3.629549,2.9230087,16.8144779,609143.794332,4782704.09955,2019,2,946.764717224,358.64743042,1.07120904231,1.86463935948,0.0186442330031,2.80920645061
"YEL_165","YEL",165,-91.656576814,43.140044548,93.4417267,6.5337276,75.5969696,2.2478735,3.9886549,15.5968838,609244.61926,4777208.18942,2019,4,783.988572359,320.947631836,1.32367482234,0.503282681676,0.00503278432467,12.0572380632
"YEL_168","YEL",168,-91.309536657,43.023784555,82.4850388,17.4631538,57.8468933,10.5636873,12.8519182,14.0744543,637729.758729,4764873.5566,2019,4,918.06441818,287.83380127,1.27220487807,0.350989941905,0.00350988500588,8.96893942935
"YEL_169","YEL",169,-91.535676392,43.112140155,97.73806,2.2619388,20.8233967,0.3425077,1.2734195,76.5721588,619152.738441,4774220.44377,2019,2,1003.68307594,332.578460693,1.07901199005,2.19959829733,0.0219924366133,1.10419851889
"YEL_173","YEL",173,-91.653223201,43.168879284,91.1076202,8.8923817,67.231926,3.9687452,5.4718719,19.9069481,609425.297074,4780454.53504,2019,2,1969.07056399,333.882873535,1.5270053768,0.524885083095,0.00524880262904,2.31503609891
"YEL_177","YEL",177,-91.513113696,43.127777961,94.5508347,3.5575137,55.1665878,15.9140234,2.9596531,23.4702282,620846.551979,4776021.54835,2019,2,719.710403265,318.483032227,1.1962869616,2.41846084591,0.0241798949586,1.91863059147
"YEL_189","YEL",189,-91.694064993,43.141130521,97.5201416,2.4798613,81.4621582,7.2724271,2.1779046,8.7855511,606171.114241,4777315.51615,2019,3,781.579993693,337.97769165,1.19572993859,0.697310930293,0.00697299628548,4.18189631628
"YEL_190","YEL",190,-91.370858187,43.216260538,50.2751656,49.7248344,14.4992495,5.9871411,48.5575371,29.7887764,632269.499273,4786008.58727,2019,3,1154.7230555,294.103149414,1.07635260933,3.26489495614,0.0326373562168,4.54069288471
"YEL_21","YEL",21,-91.632357516,43.176515211,30.7772827,68.8876801,23.0188427,0.623772,67.9425278,7.1346674,611163.261173,4781353.22323,2019,1,2745.09532399,350.61920166,1.24827587912,0.913514400826,0.00913488990912,1.87547622779
"YEL_24","YEL",24,-91.375970892,43.075673651,87.0407562,10.8948669,59.9961166,7.3256741,9.9703712,19.7189598,632192.600834,4770506.56834,2019,3,748.308446804,309.253967285,1.29006568712,1.25144719387,0.0125138186946,6.97618309716
"YEL_28","YEL",28,-91.283861052,43.04271407,82.1075363,17.8924637,61.4368019,3.4711418,14.0129747,17.1995907,639665.630985,4767067.11917,2019,3,231.875785396,255.845504761,1.05049078992,47.1642981283,0.440705749098,3.18653755318
"YEL_37","YEL",37,-91.627774064,43.124003749,97.5562057,2.4437981,36.4289551,1.2841163,0.2349563,59.8431282,611619.482203,4775511.78382,2019,1,3164.15249246,331.358306885,1.13642342344,3.18033157881,0.0317925997932,2.01959238495
