"HUC8","MEANT","pctrun","pctrock","pctShade","pctBrBnk","HAiFLS_dev","HAiFLS_for","ml.value","2.5 %","97.5 %"
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0,4.57741341318681,26.0818952307692,28.2966363013325,16.3955885379992,40.2462491978775
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.0552721088435373,4.57741341318681,26.0818952307692,27.7455634923252,16.1035601868777,39.4215033904511
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.110544217687075,4.57741341318681,26.0818952307692,27.1944906833178,15.8197432106123,38.6381781761245
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.165816326530612,4.57741341318681,26.0818952307692,26.6434178743104,15.5796641048626,37.8889057996037
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.221088435374149,4.57741341318681,26.0818952307692,26.092345065303,15.3064265602093,37.118421675491
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.276360544217687,4.57741341318681,26.0818952307692,25.5412722562957,15.0431800511167,36.3143346579553
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.331632653061224,4.57741341318681,26.0818952307692,24.9901994472883,14.651614049717,35.5509009937172
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.386904761904761,4.57741341318681,26.0818952307692,24.4391266382809,14.2959311337057,34.7814969422422
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.442176870748299,4.57741341318681,26.0818952307692,23.8880538292736,13.9094061476642,34.0705567014068
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.497448979591836,4.57741341318681,26.0818952307692,23.3369810202662,13.4669510944772,33.3605946235628
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.552721088435373,4.57741341318681,26.0818952307692,22.7859082112588,13.0903548164249,32.6536966798196
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.607993197278911,4.57741341318681,26.0818952307692,22.2348354022514,12.6880336719759,31.9663614343534
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.663265306122448,4.57741341318681,26.0818952307692,21.6837625932441,12.2327456874645,31.2837888933947
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.718537414965985,4.57741341318681,26.0818952307692,21.1326897842367,11.6766512132653,30.6523641203208
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.773809523809523,4.57741341318681,26.0818952307692,20.5816169752293,11.1510431751261,30.0645024674166
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.82908163265306,4.57741341318681,26.0818952307692,20.0305441662219,10.6586387501471,29.5081424128956
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.884353741496598,4.57741341318681,26.0818952307692,19.4794713572146,10.1481371895954,28.9030954489181
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.939625850340135,4.57741341318681,26.0818952307692,18.9283985482072,9.54088493470767,28.2717427688211
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.994897959183672,4.57741341318681,26.0818952307692,18.3773257391998,8.96304815199948,27.7469451007193
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.05017006802721,4.57741341318681,26.0818952307692,17.8262529301924,8.36166065128747,27.2362767017456
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.10544217687075,4.57741341318681,26.0818952307692,17.2751801211851,7.71305934804512,26.8150074837072
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.16071428571428,4.57741341318681,26.0818952307692,16.7241073121777,7.0466280820373,26.3192358047017
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.21598639455782,4.57741341318681,26.0818952307692,16.1730345031703,6.39972521061423,25.8665114970048
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.27125850340136,4.57741341318681,26.0818952307692,15.621961694163,5.73425114843621,25.4954052809849
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.3265306122449,4.57741341318681,26.0818952307692,15.0708888851556,4.98097857371639,25.0763401605246
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.38180272108843,4.57741341318681,26.0818952307692,14.5198160761482,4.31234391705452,24.7217178435225
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.43707482993197,4.57741341318681,26.0818952307692,13.9687432671408,3.55799817362281,24.397128613393
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.49234693877551,4.57741341318681,26.0818952307692,13.4176704581335,2.80404590966649,24.0574391835476
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.54761904761905,4.57741341318681,26.0818952307692,12.8665976491261,2.0203694430873,23.7099278965822
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.60289115646258,4.57741341318681,26.0818952307692,12.3155248401187,1.27907096073032,23.4090179810364
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.65816326530612,4.57741341318681,26.0818952307692,11.7644520311113,0.54322877464039,23.1020802235465
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,1.71343537414966,4.57741341318681,26.0818952307692,11.213379222104,-0.245892004185438,22.8330747323528
