"newID","HUC_12","BRT","LND_CPUE","SRD_CPUE","Cottus_CPUE","avwid","pctfines","pctriffle","BrBank","MEANT","HAiFLS_alt","HAiFLS_for","pctSlope","avgT","avdep","mFlow","BRT_100m","adult_100m","mean_len","med_len","pctcbbl","SegLen","LND_ab","SRD_ab","Cottus_ab","Area_km2","effsec"
"UPI_1",70600020603,1,0,0,0,3.125,53.3333333333333,50,1.33333333333333,17.421875,58.6448364,39.1816711,0.487275817236,13.3717967967968,0.332666666666667,0.175111111111111,4.86111111111111,2.77777777777778,179.071428571429,232.5,42.2222222222222,288,0,0,0,9.1326982674,1463
"UPI_8",70600020207,0,0.444444444444444,0.222222222222222,0,6.91666666666667,31.5789473684211,20.8333333333333,1.75,21.9288194444444,86.0427628,3.8072126,12.5936041884,18.7604122872873,0.36051724137931,0.302931034482759,0,0,0,0,57.8947368421053,450,2,1,0,25.2372933268,5430
"UPI_10",70600020302,1,0,0,0,3.825,70.8333333333333,4.16666666666667,1.875,18.4495601851852,90.6259918,0.0171744,1.2751118955,15.3055305305305,0.462083333333333,0.319154929577465,0.222222222222222,0.222222222222222,177,177,18.0555555555556,450,0,0,0,18.1424096868,3824
"UPI_11",70600020405,0,0,0,0,2.10416666666667,12.1212121212121,83.3333333333333,0.416666666666667,16.7671759259259,38.6119499,61.3778419,7.23810199284,13.1058896396396,0.107878787878788,0.333939393939394,0,0,0,0,87.8787878787879,150,0,0,0,1.81014783852,1278
"UPI_12",70600020208,1,0,0,0,2.05833333333333,27.6595744680851,41.6666666666667,1.41666666666667,17.7402777777778,69.1975632,25.6601162,7.48499723501,14.92754004004,0.183541666666667,0.114375,2.66666666666667,2,169.5,172.5,65.9574468085106,150,0,0,0,3.83447967629,1126
"UPI_13",70600020204,0,0,0.222222222222222,0,3.65833333333333,43.75,25,2.70833333333333,18.66375,81.7649384,14.4057808,6.60373853635,15.7792924174174,0.439375,0.168125,0,0,0,0,50,450,0,1,0,4.63892549403,2286
"UPI_14",70600020606,1,0,0,0,2.575,47.8260869565217,29.1666666666667,0.583333333333333,18.7827083333333,25.2236767,72.1483536,7.55066907722,15.0425475475475,0.240212765957447,0.243191489361702,0.666666666666667,0.666666666666667,246.5,246.5,28.2608695652174,300,0,0,0,10.7978725133,1045
"UPI_16",70600020405,0,0,0,0,1.5375,61.1111111111111,12.5,1.375,18.7233796296296,98.2360916,0.4850812,0.37087622828,15.9637212212212,0.282222222222222,0.23,0,0,0,0,36.1111111111111,150,0,0,0,3.28467176026,1158
"UPI_18",70600020503,1,0,0,2.63157894736842,2.9,50,29.1666666666667,1.625,19.3814814814815,85.1287079,6.680882,10.2294417028,16.0150563063063,0.159166666666667,0.0664583333333333,0.584795321637427,0.584795321637427,195.5,195.5,43.75,342,0,0,9,16.5727510056,2051
"UPI_22",70600020205,1,0,0,0,2.18333333333333,32.258064516129,37.5,0.791666666666667,18.7746296296296,97.8261032,0.0007945,7.19080127754,15.4286361361361,0.260322580645161,0.268387096774193,11.3888888888889,9.44444444444444,253.536585365854,264,41.9354838709677,360,0,0,0,7.84405038447,1198
"UPI_26",70600020208,1,0.444444444444444,6,0,5.72916666666667,20.8333333333333,29.1666666666667,0.916666666666667,23.1805787037037,80.4846191,12.4863567,0.764144651207,18.0072791541542,0.281458333333333,0.37625,0.888888888888889,0.444444444444444,263,243.5,77.0833333333333,450,2,27,0,21.0185997686,7215
"UPI_27",70600020406,0,0,0,0,4.04458333333333,33.3333333333333,16.6666666666667,1.29166666666667,21.5668518518519,92.6484375,3.1386724,21.5325456731,17.02872997998,0.39,0.407291666666667,0,0,0,0,62.5,360,0,0,0,6.83745573936,5309
"UPI_32",70600020406,0,0,0,0,1.90833333333333,16.6666666666667,20.8333333333333,0.291666666666667,16.6847222222222,95.1725464,0,16.0712811521,13.7694744744745,0.29,0.429583333333333,0,0,0,0,62.5,150,0,0,0,3.99869530802,1231
"UPI_34",70600020302,1,0,0,2.22222222222222,3.2625,14.2857142857143,16.6666666666667,1.04166666666667,16.6888657407407,63.3477173,35.5497017,13.6326989144,12.900777027027,0.300555555555556,0.116666666666667,3.55555555555556,3.55555555555556,268.5625,283.5,77.1428571428572,450,0,0,10,5.64815626478,3166
"UPI_35",70600020502,1,0,0,40.8888888888889,5.925,13.6363636363636,29.1666666666667,0.625,17.2473611111111,81.0025711,18.2874947,5.25571002239,14.3813607357357,0.347045454545455,0.195727272727273,37.7777777777778,28.8888888888889,219.917647058824,192.5,75,450,0,0,184,14.8796878862,5838
"UPI_36",70600020401,0,0,0,0,2.375,58.8235294117647,12.5,0.916666666666667,18.2514351851852,90.6212006,8.3160257,1.45495632031,15.6311918168168,0.250588235294118,0.311764705882353,0,0,0,0,17.6470588235294,150,0,0,0,2.77933250175,830
"UPI_38",70600020205,1,0,0,0,2.3375,43.2432432432432,8.33333333333333,0.833333333333333,18.6836111111111,92.5337143,4.9718437,0.902388834814,15.8816266266266,0.404864864864865,0.238108108108108,13.1868131868132,12.8205128205128,284.972222222222,294.5,37.8378378378378,273,0,0,0,6.03918779314,1887
"UPI_41",70600020204,0,0,0.666666666666667,0,2.72083333333333,60,16.6666666666667,1.70833333333333,18.6027178774929,73.6208496,11.0559187,0.216719197188,15.5823527918198,0.253714285714286,0.108857142857143,0,0,0,0,40,150,0,1,0,18.5190095963,859
"UPI_48",70600020403,0,4.53333333333333,0,0,3.4625,11.1111111111111,41.6666666666667,1.08333333333333,18.699537037037,81.6328583,14.5001488,0.429827,16.1247053303303,0.220444444444444,0.233555555555556,0,0,0,0,82.2222222222222,375,17,0,0,5.49087357086,1959
"UPI_57",70600020204,0,0,0,0,0.95,75,8.33333333333333,0.25,18.8619444444444,92.833313,1.6014369,3.51227979495,16.3691647897898,0.215416666666667,0.137083333333333,0,0,0,0,12.5,150,0,0,0,1.22425879845,404
"UPI_61",70600020503,1,0,0,0,2.25,16.6666666666667,66.6666666666667,0.333333333333333,17.9340277777778,62.6055145,34.8816223,0.0277088105546,14.3232864114114,0.1925,0.178928571428571,3.33333333333333,3.33333333333333,275.6,296,75,150,0,0,0,1.42496221662,712
