"newID","IBIScore","MEANT","pctrun","pctrock","pctShade","boulder","pctBrBnk","HAiFLS_dev","HAiFLS_for"
"YEL_178",55,18.0572222222222,0.5,75,44.7993447993448,0.0833333333333333,0.5,3.4651558,60.1216202
"YEL_193",25,19.7394212962963,0.291666666666667,82.2222222222222,40.4654654654655,0.25,0.791666666666667,7.0217752,16.8383675
"YEL_201",65,18.2513425925926,0.416666666666667,65.7894736842105,10.731319554849,0.416666666666667,0.625,3.8850839,55.9356232
"YEL_202",35,17.9342592592593,0.166666666666667,54.1666666666667,11.4864864864865,0,0.583333333333333,1.192233,1.5149685
"YEL_203",65,13.3194907407407,0.5,87.2340425531915,39.1891891891892,0.25,1.45833333333333,8.1411123,5.0032735
"YEL_204",65,13.6253240740741,0.25,75,65.6156156156156,0.0833333333333333,0.916666666666667,0,12.9460535
"LMAQ_5",25,20.3291666666667,0.208333333333333,80.5555555555556,90.015015015015,1.16666666666667,1.25,4.8554339,47.939209
"LMAQ_24",90,18.2475462962963,0.333333333333333,92.5,92.1171171171171,0.5,0.833333333333333,0.0629215,58.1847878
"UPI_25",20,14.7022916666667,0.916666666666667,53.1914893617021,3.30330330330331,0,0.0833333333333333,5.5542722,0.3393331
"UPI_28",15,18.1602546296296,0.333333333333333,89.3617021276596,59.8348348348348,0.5,0.625,4.277864,12.1601791
"UPI_70",35,18.287037037037,0.291666666666667,53.4883720930233,82.1321321321321,0.916666666666667,0.75,3.832931,62.1048622
"UPI_73",105,13.6711111111111,0.375,83.3333333333333,41.6666666666667,0.833333333333333,0.375,1.3671564,40.6795349
"UPI_78",20,19.4758796296296,0.791666666666667,23.4042553191489,11.2612612612613,0.0833333333333333,1.16666666666667,3.7942924,74.7585602
"UPI_151",85,21.0027083333333,0.25,91.6666666666667,92.1921921921922,0.583333333333333,0.791666666666667,2.3278322,13.1353903
"UPI_153",90,9.75951388888889,0.166666666666667,25,38.2882882882883,0.0833333333333333,0.25,0,99.8813248
"YEL_5",40,21.1086111111111,0.25,37.7777777777778,10.6606606606607,0.5,0.708333333333333,72.0936813,0
"YEL_9",0,20.6140277777778,0.291666666666667,70.8333333333333,28.7537537537538,0.833333333333333,0.875,1.3526219,1.7673345
"YEL_24",35,18.6837268518519,0.291666666666667,93.75,72.8228228228228,1.41666666666667,0.833333333333333,7.3256741,9.9703712
"YEL_28",85,17.2352083333333,0.333333333333333,95.8333333333333,61.4114114114114,0,0.583333333333333,3.4711418,14.0129747
"YEL_37",60,17.2997916666667,0.75,26.0869565217391,13.1756756756757,0,0.625,1.2841163,0.2349563
"YEL_42",15,16.1628472222222,0.5,100,55.1801801801802,0.75,0.666666666666667,3.5036416,18.1296501
"YEL_44",30,18.2315046296296,0.416666666666667,43.9024390243902,31.314072693383,0.5,0.625,9.5545874,4.1289063
"YEL_50",10,18.1644212962963,0.166666666666667,66.6666666666667,43.0794430794431,0.5,1.29166666666667,2.5879533,80.3038635
"YEL_53",35,18.2474768518519,0.625,50,0.450450450450447,0.3,0.916666666666667,0.1356358,0.0009706
"YEL_54",0,21.7840740740741,0.833333333333333,50,58.3333333333333,1.33333333333333,1.91666666666667,19.797514,8.2976236
"YEL_81",10,19.6090740740741,0.75,82.9787234042553,14.1891891891892,0.666666666666667,0.916666666666667,9.4177494,0.3145927
"YEL_89",45,17.7875462962963,0.625,62.5,4.95495495495496,0.166666666666667,0.0833333333333333,9.52946,4.64e-05
"YEL_97b",95,13.9122685185185,0.416666666666667,95.8333333333333,47.972972972973,1.08333333333333,0.333333333333333,6.4086299,13.8561373
"YEL_106",20,17.4660185185185,0.375,42.5531914893617,88.3633633633634,0.0833333333333333,1.875,8.7649336,15.5419941
"YEL_109",55,15.1001157407407,0.458333333333333,20.8333333333333,87.3123123123123,0.0833333333333333,1.5,2.0833972,0.2115441
"YEL_118",15,18.9690740740741,0.166666666666667,48.8888888888889,96.6216216216216,0.666666666666667,1.54166666666667,4.3731918,17.2362919
"YEL_118b",20,16.6810185185185,0.375,54.3478260869565,75.8258258258258,0.416666666666667,0.833333333333333,0.6260446,11.4105396
"YEL_121",30,18.4859722222222,0.375,65.5172413793103,26.4264264264264,0.0833333333333333,1.08333333333333,0.3915699,1.9770584
"YEL_140",60,16.87375,0.375,82.9787234042553,83.5585585585586,0.25,1.95833333333333,0.50621,49.5317574
"YEL_153",0,20.4574768518519,0.208333333333333,87.2340425531915,30.5019305019305,1.75,0.75,1.4553977,1.710794
"YEL_157",65,15.4660648148148,0.291666666666667,63.0434782608696,97.2222222222222,0,1.5,3.629549,2.9230087
"YEL_165",0,21.8503009259259,0.5,75,32.8078078078078,0.583333333333333,1.25,2.2478735,3.9886549
"YEL_168",50,18.0248148148148,0.541666666666667,80,73.449920508744,1,0.25,10.5636873,12.8519182
"YEL_173",15,18.9626157407407,0.666666666666667,40.4255319148936,35.6606606606607,0,1.125,3.9687452,5.4718719
"YEL_189",40,17.0592824074074,0.608695652173913,39.1304347826087,68.8438438438438,0,2.08333333333333,7.2724271,2.1779046
"LMAQ_8",50,19.5150231481481,0.541666666666667,95.6521739130435,99.3993993993994,1.41666666666667,1.95833333333333,0.1006829,90.1195068
"LMAQ_9",30,21.2130324074074,0.458333333333333,75.609756097561,55.8277027027027,0.5,0.333333333333333,0,98.6817856
"LMAQ_15",70,19.6573611111111,0.458333333333333,67.3913043478261,75.6756756756757,0.416666666666667,1,8.0446262,61.2558517
"LMAQ_20",45,19.9867592592593,0.25,100,96.021021021021,1,0.541666666666667,0.1037932,98.6865692
"LMAQ_22",40,21.8175694444444,0.208333333333333,80,79.5218295218295,1.33333333333333,1.25,1.1877441,53.7632866
"LMAQ_23",95,18.6224768518519,0.375,87.1794871794872,80.2802802802803,0.5,0.208333333333333,0.0033238,70.4950867
"LMAQ_26",70,20.0203703703704,0.416666666666667,84.7826086956522,84.5786963434022,0.416666666666667,0.541666666666667,0.1288488,74.9590683
