"OBJECTID","POINT_X","POINT_Y","No_cells","Area_km2","HAiFLS_for","estimate","se","lcl","ucl"
1282,589207.125552,4791369.68989,25739,2.04976,0,0.259449490852107,0.0638759686808212,0.154409464586434,0.401976532125546
1283,587799.824364,4791434.71369,8820,0.702392,0,0.24092837838041,0.0649123726536678,0.136665135401725,0.388903441213867
1284,587397.324711,4791156.8767,35945,2.86253,2.2198541,0.282709698581584,0.0627644416009344,0.176870871943204,0.419597238424911
1285,594061.709899,4791593.78155,556284,44.3004,5.0525532,0.898500609286736,0.0801912119549378,0.612360869980447,0.980239312247074
1286,587762.365368,4790961.97481,59997,4.77794,1.7628644,0.309461721599739,0.0608888526007695,0.204062253737888,0.439256972128975
1287,587810.265723,4790989.63244,13468,1.07254,0.096987,0.246397057745486,0.0646451926115899,0.141818224706815,0.392796370532111
1288,587375.375473,4791124.08802,21149,1.68423,1.7303778,0.263033028626475,0.0640683399338244,0.157353589179778,0.405530110346908
1289,592326.477862,4790932.59835,16578,1.32021,0.0858061,0.249728696242893,0.0644554475861615,0.145007189918987,0.395127355497671
1290,589856.962106,4790823.21258,37076,2.95259,8.6532507,0.319557720811222,0.0612133508946106,0.212893850122252,0.449166058504103
1291,593598.765075,4790801.04123,539562,42.9687,0,0.875512514231753,0.0922968904297756,0.572201111023025,0.973670197768951
1292,589868.463967,4790763.85737,133306,10.616,0.4211923,0.39894366548866,0.0606835204001209,0.287843582440307,0.521522558531113
1293,588093.869176,4790620.35588,78060,6.21641,0.9957094,0.327986580539759,0.0600711721727877,0.222444661937163,0.454343837660619
1294,593490.998104,4790701.075,519730,41.3894,3.0592785,0.87158413562289,0.0905744461052994,0.581505317569286,0.970719648093861
1295,589426.66621,4790562.73552,115189,9.17322,0.5208438,0.374487106643092,0.0597249274916457,0.266444165442108,0.496677515653402
1296,588942.710648,4790557.18982,109564,8.72527,0,0.363662178857078,0.0600147771691225,0.255820814712452,0.487201827854176
1297,590368.329966,4790587.77021,20401,1.62466,0,0.253507448252101,0.0642190085705062,0.148665600382456,0.397742721036975
1298,593297.581594,4790563.04666,515807,41.0769,2.9940474,0.868803589877277,0.0913921739094511,0.579062152590433,0.969584595155955
1299,590324.522465,4790496.46459,175544,13.9797,2.6586964,0.473862346769061,0.06436593382695,0.351911301024826,0.59901350612029
1300,590592.343074,4790449.62235,197017,15.6897,2.3008499,0.502829767486618,0.0692167328195922,0.370202682120625,0.635059828473084
1301,590627.545965,4790433.67248,203491,16.2053,2.2117989,0.511692655785217,0.0708232653803889,0.375482177803405,0.646188544023174
1302,592593.711957,4790431.99291,22699,1.80766,0.0627614,0.256367904305583,0.0640686897227531,0.151406839792204,0.399810104742145
1303,588105.888,4790551.70883,22273,1.77374,0.0376329,0.255768761497904,0.064097766453569,0.150835210004239,0.399370021315194
1304,592785.557074,4790306.88346,490227,39.0399,2.9174755,0.850572489132378,0.0957688545774552,0.565193806879298,0.961429302873625
1305,593142.197636,4790477.06627,510615,40.6635,2.9165201,0.865073718421659,0.0924394771725441,0.575873625314,0.968025370874304
1306,591206.513343,4790192.72675,219954,17.5163,2.321677,0.536375229403914,0.0748452647721389,0.390754986819492,0.676045352905865
1307,593555.151257,4790652.74205,19133,1.52368,0.0045975,0.252131961480397,0.0642984500280074,0.14734085020644,0.396771238960533
1308,592547.965813,4790335.51626,467068,37.1956,3.083056,0.833168042414585,0.0986961540348518,0.553933754554063,0.952570465119849
1309,589475.868496,4790509.43352,14504,1.15504,0,0.247048438552951,0.0645819926691332,0.142474404346368,0.393184867341327
1310,587690.832954,4790112.41151,8824,0.702711,0.0566032,0.241204135328846,0.0649152847807964,0.136903511980704,0.389140088262683
1311,590602.559,4790344.48373,10281,0.818741,5.4171381,0.269520654526563,0.0649583044764136,0.161958699215318,0.413288860713197
1312,592685.723857,4790177.15692,18114,1.44253,0,0.250989309435105,0.064361987154882,0.146244983330273,0.395960599818312
1313,592040.000593,4790000.54743,234396,18.6664,2.1468,0.556132009130486,0.078758193024532,0.401347031150371,0.700737575242998
1314,592098.921231,4789954.99367,226210,18.0145,4.0993605,0.556971493413943,0.0749646840931289,0.409371777576156,0.695153201569239
1315,593678.058381,4789950.0474,11550,0.919799,0,0.243854868101613,0.0647562937958469,0.139435673608363,0.390946550670459
1316,591958.013188,4789835.77012,217209,17.2977,4.295403,0.545245007774755,0.0724957612588152,0.403338871586611,0.680163907296749
1317,591439.804114,4789207.06168,209672,16.6975,0,0.506218523167933,0.074252948680201,0.364161510678678,0.647278499451701
1318,591264.068914,4788806.09938,197672,15.7419,4.1588359,0.515957880969196,0.067823786847129,0.384990824114336,0.644769063437962
1319,590540.146564,4788541.80232,113172,9.0126,4.7880454,0.398211604003809,0.0564379827086427,0.294315038662119,0.512165961974496
1320,591046.249274,4788705.04139,120550,9.60015,4.488059,0.406677392957501,0.0567631704148855,0.301788542554992,0.52082777052044
1321,590211.485538,4788550.19995,108205,8.61704,5.0066199,0.392649749200899,0.0563068396456903,0.289264855214373,0.506645063974852
1322,589841.348976,4788432.93054,68158,5.42785,0,0.309766452146149,0.0611139114549336,0.20400794863337,0.440041774050113
1323,588924.688097,4788488.60826,29182,2.32395,7.4335485,0.302829418566385,0.0625440086849817,0.195527346326298,0.437027621614494
1324,589744.895879,4788396.60814,64016,5.098,97.8360519,0.85061229167638,0.0731329014918468,0.648259577996304,0.946212452480752
1325,589099.198805,4788400.56848,31084,2.47541,8.3439121,0.310262434144447,0.0621304906536438,0.202954692815712,0.442787523010602
1326,588728.508062,4788095.60652,23783,1.89399,10.9226294,0.315633896285124,0.0628760466822355,0.206784572264834,0.44932391002055
1327,588398.014874,4788006.70427,10127,0.806477,25.5359287,0.384489678084656,0.0665617935564357,0.264678788010962,0.520169277746895
1328,591057.89129,4788667.21545,74904,5.96508,3.5268912,0.338637275100036,0.0588985986376497,0.234187831455282,0.46159272247168
1329,591020.330615,4787970.6717,61766,4.91881,4.2364225,0.325751065572772,0.0596872799490035,0.22095777742628,0.451443965818956
1330,588407.437236,4787969.11308,10113,0.805362,0,0.242311449986604,0.0648390724208666,0.13797278207741,0.389868106543851
1331,590949.634561,4787901.70135,9752,0.776613,1.7983991,0.250675977181641,0.0649319432658242,0.145227553994661,0.397118196945366
1332,589826.178319,4788302.90582,36790,2.92982,0.2128666,0.273141595609972,0.0630961487553811,0.16775334693804,0.411964872007798
1333,591485.598156,4787636.5605,54986,4.37888,5.1130128,0.322116161811379,0.0600213395787683,0.217071923079311,0.448850722164179
1334,589583.812767,4787255.33861,19722,1.57059,0,0.252758135431292,0.0642617282536095,0.14794442220005,0.397211702684237
1335,589418.754451,4787001.11735,13643,1.08648,0.3272385,0.247709959862301,0.0646374260203181,0.142987149309928,0.393880728603624
1336,591532.822073,4787368.19707,46811,3.72785,6.6693468,0.320606562962513,0.0604353736329274,0.215042544744987,0.448390035468299
1337,591113.520783,4786592.0619,31525,2.51053,0,0.265991455982168,0.0634925569020435,0.160779196483846,0.406688724654761
1338,590990.245844,4786472.10199,27632,2.20051,0,0.261578274802997,0.0637516520762974,0.156477288947641,0.403503761191735
1339,590611.953776,4786048.11717,13106,1.04371,100,0.817418241964531,0.089173624855573,0.581244181996348,0.935234405217911
1340,590654.327551,4785968.11546,10263,0.817307,100,0.814928336144097,0.0902490526473301,0.576772237325556,0.934329364660291
1341,597803.680387,4790406.90074,579425,46.1432,0,0.898739892269569,0.0839670880065588,0.592652502233439,0.981865901134676
1342,597697.07212,4790280.18113,576484,45.909,15.7565413,0.92951062732386,0.0606286060025754,0.68256193745775,0.987785261305878
1343,597697.07212,4790168.60953,572511,45.5926,15.8767376,0.928186122947092,0.0611739851132738,0.681441008060244,0.987356739188882
1344,597916.515678,4789457.31131,549893,43.7914,14.9981518,0.917138713924787,0.0663511877294259,0.666601518781893,0.983941490145783
1345,598043.666346,4789316.74451,544987,43.4007,14.4763241,0.913865379823279,0.0679427641291556,0.661512282965932,0.982934824587378
1346,597843.078274,4789382.13856,19943,1.58819,36.1175385,0.466093705007989,0.067820770706514,0.338497940900813,0.598285827471421
1347,597964.789596,4789049.41675,539912,42.9966,14.0935392,0.910692166824363,0.0693773458364467,0.657064002143681,0.981907397820898
1348,597675.816791,4788837.42737,14142,1.12622,13.497756,0.318064407793727,0.064378595195844,0.206783426046087,0.454888425838416
1349,598193.957201,4788683.86239,534228,42.5439,13.4643803,0.90656852770393,0.0712794815317971,0.650915474542516,0.980579433762455
1350,598491.359035,4788511.6914,353251,28.1316,100,0.970244861372644,0.0239737729961004,0.864943514873394,0.99401277576759
1351,598919.44749,4788510.1447,13997,1.11467,0,0.246498394019057,0.0646122862996678,0.141949923854106,0.392798669745648
1352,598973.19209,4788352.59006,337680,26.8916,0,0.683979805311222,0.103730257248866,0.457985046704694,0.84718636643436
1353,599449.930257,4787931.20541,320678,25.5376,0,0.662145837917325,0.101037316918943,0.447113603890157,0.826078081145339
1354,598517.556401,4788400.39166,180395,14.366,100,0.922406474264576,0.0456310456119704,0.773105738408137,0.976456312278606
1355,600519.92052,4787625.52997,10716,0.853382,0,0.242958288248569,0.0648045028517508,0.138585409661025,0.390319823152454
1356,599686.405155,4787551.59776,128615,10.2424,0,0.389766050356063,0.0607135273640249,0.279166700555615,0.512998912213734
1357,599896.700691,4787456.56079,19691,1.56812,0.2325861,0.253877181469059,0.0642543439394409,0.148947645818953,0.398144962849803
1358,599820.964098,4787408.76861,108535,8.64332,10.4350882,0.427525965810991,0.0525369446063709,0.329008305538227,0.532147854714605
1359,599950.524856,4787087.20403,32968,2.62545,10.2063723,0.323207648734643,0.0615144983254697,0.215811642859119,0.453163766916405
1360,598357.267934,4787172.06821,166952,13.2954,0,0.444108305134347,0.0651370087932889,0.322647471317198,0.572637801732159
1361,598150.89002,4786874.03375,157667,12.556,0,0.43077142754889,0.0636928943080305,0.312639688290088,0.557346138530942
1362,601282.701518,4786690.08977,12291,0.978809,21.5704288,0.363117367812462,0.0652662345178298,0.246941191202692,0.497818651589449
1363,600350.48202,4786978.6136,27331,2.17654,12.0251436,0.32644771300875,0.0621630234987963,0.217821862767301,0.457555709032848
1364,597826.185103,4786647.84307,151415,12.0581,4.801908,0.452811357558303,0.0587784313608903,0.342027086807316,0.568476456515592
1365,599633.43006,4787415.26144,189688,15.106,0,0.47706994577659,0.0695562132831301,0.345643462796454,0.611750270693749
1366,599904.190979,4786944.79937,74239,5.91212,0,0.317407097166056,0.0607926571392257,0.2115411886846,0.44626667739616
1367,597640.672037,4786476.87902,142299,11.3322,4.8162537,0.439756148383743,0.0577799160853367,0.331410829053696,0.554163493408445
1368,597235.648368,4786148.52135,136190,10.8457,0,0.400334228462762,0.0612614025274938,0.288182854066616,0.524001665132003
1369,597174.829363,4785731.73905,127220,10.1313,1.8762851,0.399571178605709,0.0591022721108298,0.291092331942139,0.518886113688021
1370,599435.74117,4786204.73272,166281,13.242,14.4851484,0.537756282183508,0.0543924265800907,0.431051800558789,0.64111054065794
1371,599309.804191,4786135.98878,12381,0.985977,71.7081985,0.679841353408286,0.0919874282271065,0.481186918094209,0.829398953530406
1372,599688.040353,4785564.0194,152975,12.1824,12.6909876,0.50665161101712,0.0533278259546383,0.403344595473232,0.609393725917989
1373,597265.147467,4785650.46545,111827,8.90549,2.1298895,0.379785663915149,0.0584416907281655,0.273538591691276,0.498956628014459
1374,600851.833359,4785782.40195,45813,3.64838,11.8535929,0.349575783150788,0.0590445821592535,0.244184727298055,0.47204496829376
1375,597207.289923,4785598.97643,15180,1.20888,0,0.247783295222315,0.0645413538837611,0.143175807990396,0.393701281613248
1376,600722.279601,4785660.6598,14598,1.16253,3.3893487,0.264051759307009,0.0645488114109962,0.157620131783084,0.407578180699226
1377,599681.464769,4785307.5563,147970,11.7838,13.1764574,0.502529131654525,0.0524340646201873,0.401079449094739,0.603770996165382
1378,597093.641858,4785036.40139,10079,0.802654,0,0.242275007629732,0.064841014668307,0.137938287169477,0.389842667733032
1379,597563.213382,4785213.74924,106159,8.45411,2.2460074,0.372735086760804,0.0583506200731852,0.267048100725949,0.492162954638866
1380,601627.713394,4785247.50555,30423,2.42277,11.2075434,0.325703966397575,0.0617557555622225,0.217753267402285,0.455976021080175
1381,599622.933064,4784855.65677,140246,11.1687,0,0.406031349354299,0.0616209522668883,0.292932571172121,0.530061510842756
1382,602115.466117,4784560.16872,9383,0.747227,0,0.241529929668365,0.0648805967051448,0.137233497431065,0.389322813496136
1383,602069.790898,4784473.48018,12491,0.994737,0,0.244869163193382,0.0647013598980259,0.140399094877029,0.39165643004903
1384,597847.472982,4784510.58654,97325,7.7506,2.121068,0.360004420236693,0.0585868659289467,0.254694704160685,0.480769095753288
1385,599428.17582,4784293.89749,14064,1.12,0,0.246570968459753,0.064608295506087,0.142019099411425,0.392849609038529
1386,597572.879336,4783706.15297,71465,5.69121,0.8482859,0.318718237498934,0.0605178395382526,0.213169278562411,0.446848947690292
1387,599451.651288,4784202.94865,118535,9.43969,16.5844002,0.481915177395167,0.0490207063572198,0.387652746580226,0.577482641066861
1388,600007.387588,4783530.18873,24878,1.98119,25.007103,0.401723398851491,0.0626802220028808,0.287114300387329,0.528185562824605
1389,599934.813736,4783533.32424,85229,6.78732,10.6168318,0.395742611665351,0.0540165365729871,0.29609410940884,0.504873568900643
1390,597365.577969,4783569.5446,67840,5.40253,0.4265094,0.311763784733266,0.0609354860932427,0.206115438178537,0.441452076054851
1391,597625.680793,4783659.8186,15478,1.23261,4.5905986,0.271230886826595,0.0644325455318388,0.164204157444483,0.413503871226404
1392,600552.170372,4783571.18118,15437,1.22935,21.9102688,0.369448113417841,0.0645683274423143,0.253917429165703,0.50216420348432
1393,597193.649957,4783287.17404,61702,4.91372,0.5252991,0.304676379779649,0.0612763525699365,0.199082495221638,0.435802363152484
1394,599945.89892,4783375.52058,79616,6.34032,11.726263,0.394862501649108,0.0540634492123038,0.295176180345141,0.504134725996658
1395,596940.777004,4783145.07095,54553,4.3444,0.0152788,0.293130163595393,0.0619375689093145,0.187535940203743,0.426937194005842
1396,599610.398037,4782996.44264,63208,5.03365,8.3201637,0.351605065778125,0.0577282946533522,0.24819002848908,0.471108741548369
1397,599683.159522,4782961.03618,13151,1.0473,100,0.817457513261379,0.089156677463288,0.581314786866183,0.935248712013218
1398,596760.060953,4782680.29028,33614,2.67689,0,0.268379094800364,0.0633520122957066,0.163114404588215,0.408423012182205
1399,599272.695391,4782647.00376,53068,4.22614,0,0.291254508692803,0.0620398077455657,0.185676222477972,0.42549774208653
1400,597100.359267,4782346.27904,9796,0.780117,0,0.241971865293554,0.0648571485925142,0.137651427658581,0.389631103194176
1401,599379.230262,4782023.77416,40477,3.22344,0,0.276318173868972,0.0628861938081692,0.170912265397029,0.41425033924017
1402,596989.852679,4782271.41444,22164,1.76506,0,0.25545997869757,0.0641070649328584,0.150548227334875,0.399129380680508
1403,596673.056426,4782644.58368,16299,1.29799,0,0.249002765444869,0.0644735114879275,0.144341504276138,0.394559428222558
1404,598853.022683,4781630.53293,12860,1.02412,0,0.245267642901059,0.0646796672495172,0.140778024606236,0.391935572314066
1405,599222.981768,4781875.55719,33968,2.70509,0,0.268785170465185,0.0633281063829234,0.163512064940811,0.408718778237089
1406,598870.483763,4781616.67701,16893,1.3453,0,0.249651830823304,0.0644372057757743,0.144962819321206,0.39501678767062
1407,596998.371829,4781653.92547,13246,1.05486,0,0.245684993929979,0.0646568818463022,0.141175160953353,0.392228091843925
1408,598938.500116,4781475.95903,11966,0.952928,0,0.244302921909397,0.0647320781188732,0.139861056629604,0.39126001751162
1409,600741.101847,4793646.2822,30550,2.43289,37.9418411,0.493477646620171,0.0658194187681277,0.367677471324466,0.620109186204485
1410,600096.506126,4793217.77718,13424,1.06904,3.6072931,0.263830378344898,0.0646516975405048,0.157284750377818,0.407638322561975
1411,600762.717141,4792919.26297,369922,29.4592,0,0.72318831867476,0.107145446937328,0.477841236916454,0.881776071779194
1412,600821.404825,4792657.91641,323690,25.7775,17.2518654,0.758178584144134,0.0822516423030108,0.565481994192354,0.883087431866032
1413,600624.60412,4792691.5451,45435,3.61827,59.9830284,0.654440549873881,0.0766595585223044,0.493557502969903,0.786340035726425
1414,598498.522756,4792081.7606,97994,7.80388,6.1742516,0.38575675525077,0.0557959923801619,0.283592443322969,0.499085763018863
1415,599115.305064,4792102.77959,11112,0.884918,86.7458725,0.757652491081011,0.0941853871165997,0.533571638606167,0.895220825433727
1416,601586.441775,4791784.09911,21366,1.70151,36.4251709,0.470169867359565,0.0675744931539731,0.342735147033802,0.601616304921795
1417,601201.962001,4791907.37509,314305,25.0301,100,0.962931002493884,0.0277690469203305,0.849723656147154,0.991690126336185
1418,597439.370107,4791739.91251,9764,0.777569,5.0911026,0.267249803543189,0.0650075866033524,0.159861614446601,0.41144767644056
1419,597814.765762,4791888.78101,86050,6.8527,1.4454247,0.340992388700369,0.0594247614206491,0.235560700991001,0.464913794117536
1420,601825.393693,4791867.56191,16441,1.3093,36.0638046,0.460660114397062,0.0687946216018962,0.331726879866837,0.595081857423113
1421,600373.696401,4791896.6809,28902,2.30165,68.9492798,0.6850673337636,0.085733326418749,0.499580219298629,0.825778006445193
1422,596767.713808,4791184.41125,60115,4.78733,0,0.299818411931091,0.061589282951662,0.19416284923642,0.432136149670213
1423,597536.441634,4791607.77996,71157,5.66668,0.8393809,0.318277277074834,0.0605405537050043,0.212726859686294,0.446497152191977
1424,600445.638209,4791824.80748,10154,0.808627,51.3068352,0.551124426352851,0.0806273419624352,0.393274109011851,0.699306994330553
1425,596525.274666,4791216.8431,54273,4.3221,0,0.292708643925249,0.0619610728778993,0.187117032063203,0.426614607930504
1426,601564.593414,4791684.22426,290686,23.1492,11.8307543,0.691671213764248,0.0832412384736781,0.51072933031022,0.828205756969643
1427,600170.481595,4791312.67057,17238,1.37277,80.1196671,0.731432892316894,0.0921818227181827,0.520529088142966,0.872321957857009
1428,596240.709868,4791029.81088,46136,3.6741,0.1010999,0.283510542265947,0.0624744143739136,0.178006637380509,0.419624031452003
1429,596070.242256,4790870.05197,42910,3.41719,0.1085285,0.279740037150937,0.0626940878321287,0.174277147511787,0.416808045228832
1430,596040.613345,4790845.41743,35397,2.81889,0.1310676,0.271106256446868,0.063207990863264,0.165765115627188,0.410453468128511
1431,595892.695063,4790723.1953,32397,2.57998,0.1434567,0.267723213725798,0.0634121467882912,0.162443142923345,0.407997766392872
1432,601926.881763,4790944.93958,15976,1.27227,20.0241756,0.358729320820017,0.0642413257173568,0.244489758709113,0.49161400495857
1433,595086.000617,4790615.78665,21102,1.68048,0.2174577,0.255365050764783,0.0641632616519171,0.150389757221491,0.399187276113345
1434,601724.339107,4790926.42355,268963,21.4192,9.241046,0.648679933887359,0.0812327067538447,0.478666554620286,0.787825759204965
1435,601500.486964,4790237.31142,25489,2.02985,0.7762553,0.263095451061798,0.0638193405889395,0.157743548035112,0.404977188412599
1436,598542.84489,4790799.55303,14483,1.15337,82.6505356,0.741191323102547,0.0932352110063276,0.524867332195769,0.881298864294515
1437,597766.377416,4790431.58645,474591,37.7947,17.3842716,0.883610508799505,0.0751162580697079,0.644630968728052,0.969487377158594
1438,601619.213982,4790129.7404,239694,19.0883,9.6420202,0.61132709000759,0.07405581727583,0.460587738168598,0.743409345298046
1439,600008.288699,4790829.42881,12566,1.00071,74.6138916,0.696417597720935,0.0928286105990381,0.492433460409006,0.844337390762629
1440,601159.101381,4790219.16093,15198,1.21031,0.3411853,0.249473773499754,0.064539868303291,0.144672211560613,0.395123147641009
1441,602141.182225,4790077.67993,230740,18.3753,0,0.53689812505671,0.0796938061564142,0.382169997879688,0.68483258174112
1442,597173.503066,4790051.88909,457929,36.4678,0,0.813676116770883,0.105205296927813,0.528467264522141,0.944494068764021
1443,594787.875545,4790293.49281,14644,1.16619,0,0.247200503470382,0.0645735986937849,0.142619481334555,0.393291686563669
1444,597087.761798,4790016.84736,13106,1.04371,9.3591537,0.293753332871477,0.0645889910357322,0.184309682325964,0.433636141347339
1445,602310.736626,4789700.18024,224416,17.8717,7.950017,0.579167917163412,0.0714772567974303,0.43648922809376,0.70974375208284
1446,596717.052862,4789500.71028,448625,35.7268,100,0.982728738954291,0.0165147553853206,0.894186592945626,0.997396628569978
1447,602304.79983,4789455.02886,203535,16.2088,7.6891098,0.54751247593646,0.0664835710266124,0.416940443915369,0.671857005891859
1448,603261.194293,4789487.7374,181759,14.4746,7.5409155,0.514900572490902,0.0616910118346534,0.395450336335845,0.632672363584634
1449,602761.368521,4789412.63208,193964,15.4466,0,0.483301719315581,0.0705078185618306,0.349734528094693,0.619298169132605
1450,602966.418454,4789341.43879,186699,14.868,0,0.472719506201114,0.0689115664280807,0.342741630719991,0.606503755386372
1451,602208.475013,4789496.66132,20222,1.6104,9.9536514,0.30574248345012,0.0635182588674189,0.196770430353247,0.441864945754201
1452,596600.208199,4789393.12396,441949,35.1952,18.0953197,0.864732529736763,0.078230993686955,0.632816754804204,0.95953504184964
1453,601942.292936,4789112.95176,9487,0.755509,14.7945595,0.319545988005507,0.0652538327126819,0.206844021695068,0.458182122536359
1454,603510.433497,4789208.34349,174299,13.8805,8.0382824,0.507276963040437,0.0598510703500923,0.391690151907121,0.622091030234775
1455,596471.537157,4788678.62923,10824,0.861983,92.013382,0.781812525193263,0.0932006465789308,0.551169152713153,0.912705431012842
1456,595704.666881,4788411.40428,8881,0.70725,87.2444839,0.757661276133468,0.0949391189392043,0.531574477987997,0.895979895061379
1457,596285.787172,4788313.69922,405652,32.3046,100,0.977913085312837,0.0195824460305156,0.8822037918067,0.996194154179351
1458,596548.660297,4788217.76802,420800,33.5109,100,0.979744382494678,0.0184496968969784,0.886625964387206,0.9966684758003
1459,596611.584065,4788627.81179,426693,33.9802,15.666317,0.845851491344838,0.0831586528450482,0.611207936450106,0.950379724392155
1460,594028.824508,4787899.28037,105826,8.42759,5.3867011,0.391714578822849,0.0560743013873782,0.28877128228926,0.505284200254121
1461,595750.439642,4788326.99918,394187,31.3916,12.2519054,0.805834609750198,0.0899723984947829,0.57349554615331,0.927587556809325
1462,595712.799404,4787831.37791,136220,10.8481,15.3276482,0.4994805344869,0.0502137523628139,0.402334627065309,0.59666567679125
1463,594311.539627,4787798.33953,113036,9.00177,5.6736312,0.40359686667493,0.0557765134396483,0.300553546152777,0.515910299241452
1464,593815.168715,4787841.36539,100102,7.97175,5.6380925,0.385342087992322,0.0560714657646527,0.282736897314185,0.499264291530954
1465,595107.211047,4787794.24851,126258,10.0547,10.9826994,0.456574750888526,0.0521819273213023,0.357473274664672,0.559237571203223
1466,593447.077861,4787770.99702,93437,7.44097,6.1941237,0.379595599495035,0.0560221041382215,0.277377586210221,0.493744584148447
1467,603746.31083,4787998.6197,159547,12.7057,7.5037951,0.482253230671615,0.0577472294648785,0.371843111893605,0.594423885361994
1468,595708.350398,4787756.62608,256033,20.3895,100,0.948682190114432,0.0344709497871337,0.821901240239773,0.986676199381414
1469,596159.926867,4788164.32038,14392,1.14613,100,0.818536046756463,0.0886914190287681,0.583254715011858,0.9356420209406
1470,593113.632454,4787615.53867,87455,6.96459,6.8455191,0.375402634867004,0.0560115451733141,0.27342693676695,0.489773535094256
1471,592986.808295,4787510.4021,80214,6.38794,7.8460317,0.371649042260165,0.0560506699552033,0.269811853453029,0.486323309282847
1472,602803.136804,4786916.85723,9182,0.73122,2.1130216,0.25160137082171,0.0649848428322622,0.145977347169795,0.398031657533135
1473,593020.940202,4787360.87905,76578,6.09839,8.4818535,0.370585649942476,0.0560765911516237,0.268763662726369,0.485377649241438
1474,603768.212754,4787501.54128,152482,12.1431,0,0.423365975235388,0.0629875107958993,0.306897714069401,0.549022376906418
1475,603389.834761,4786818.79087,17488,1.39268,0,0.250302987055282,0.0644006520078444,0.145586733900061,0.395476053986351
1476,603440.66975,4786834.34363,127355,10.1421,0,0.388018769374415,0.0606378540872447,0.277650806231332,0.511210280532824
1477,595566.18617,4787174.27131,243330,19.3779,9.0332088,0.61257807681287,0.0754045548155416,0.458950533021025,0.746662826682086
1478,592896.00538,4786801.8244,68945,5.49052,10.2344713,0.370909316011064,0.0561278120703504,0.268985031325417,0.485789470821507
1479,603390.530447,4786696.28754,122171,9.72924,9.139039,0.4387273430494,0.0533267864522049,0.338322859435795,0.544412575717153
1480,595436.656311,4786608.78548,234793,18.698,9.411294,0.603060996604508,0.0730120330766773,0.455228614325333,0.734200118693635
1481,603535.87788,4786340.77467,102172,8.1366,14.2823238,0.443186554890929,0.0506330716572115,0.347422654110977,0.543367925833567
1482,592763.887838,4786346.51901,60406,4.81051,5.2733078,0.329991781062834,0.0593766116176074,0.225380991044447,0.45465854890337
1483,594277.91281,4785962.79063,13385,1.06593,0,0.245835406411244,0.06464865385972,0.141318353221174,0.392333555152439
1484,603453.883109,4786325.80982,17434,1.38838,0.1052257,0.250761760100234,0.0644019069843555,0.145991437631743,0.395867467099803
1485,594799.737646,4785891.3993,21238,1.69132,0,0.25443325271435,0.0641660381551751,0.149557653097562,0.398399676417569
1486,595298.210231,4785873.55147,36948,2.9424,7.4077725,0.312339909936243,0.0615141882889779,0.205782500005817,0.443278307311596
1487,595448.24532,4786141.61842,220540,17.563,9.7663946,0.58524610578952,0.0692034824733528,0.446594292718531,0.711593338053065
1488,592556.09025,4786122.61479,54392,4.33158,6.6082411,0.329967283511762,0.0595214203595325,0.225134159880671,0.454954304466613
1489,603755.630128,4786113.96181,97325,7.7506,0,0.347295296800026,0.0600248333267464,0.24049918840531,0.472040668777992
1490,592393.597691,4785780.26584,46998,3.74275,0,0.283994614464856,0.0624439342723955,0.178489455619609,0.419981440293213
1491,604002.124343,4785602.83887,85800,6.83279,16.7021484,0.435271581278217,0.0511262936194184,0.338938215529458,0.53675356573215
1492,595309.421826,4785774.98616,182781,14.556,10.4103889,0.535144655532836,0.0599097480444124,0.417947455846517,0.648585330115568
1493,592365.740861,4785530.68919,38649,3.07786,0,0.274189375458049,0.0630105917185707,0.16881685600962,0.41267826431884
1494,594803.346405,4785718.18212,12406,0.987968,0,0.244777426918787,0.0647063451259614,0.140311894003578,0.391592187764014
1495,604040.403493,4785453.61447,76523,6.09401,0.0601658,0.32064628576925,0.0606506814371516,0.214752468106968,0.448905548714592
1496,592111.469131,4785150.20205,24906,1.98342,2.6901634,0.272263000670953,0.0636691739513791,0.166174184997508,0.412569217586806
1497,595314.386581,4785169.34718,165142,13.1513,8.7838345,0.498800760799628,0.0576856097416821,0.387686724382566,0.610033373989741
1498,592037.685943,4785125.15927,10955,0.872415,100,0.815536802400804,0.0899860818250335,0.577864215281735,0.934550160521206
1499,595357.54313,4785275.64911,11013,0.877034,32.7543411,0.431402821389444,0.0687740443934438,0.304565253252584,0.567925420723727
1500,603989.405642,4785369.43444,9003,0.716965,36.7372627,0.454265729183981,0.0713034436999744,0.321437172075952,0.593939497577374
1501,594122.25987,4784459.96253,10023,0.798194,37.9954567,0.463934825654,0.0717039908418324,0.329687084985534,0.603621391366798
1502,595200.493856,4784875.73988,90638,7.21807,12.7255068,0.416688629410104,0.0523566170929402,0.318956484775117,0.521438789178402
1503,592182.09211,4784913.25343,17625,1.40359,0,0.250453086293691,0.0643922078006967,0.14573063775591,0.39558198239025
1504,595267.870233,4784899.22784,73526,5.85534,3.3047411,0.335538379772696,0.059121139420918,0.230946942230298,0.459213434655601
1505,604174.536104,4784923.65448,68323,5.44099,0,0.309972430037319,0.0611047130048961,0.20421143638427,0.440207795634009
1506,594085.531495,4784319.80211,69027,5.49705,0,0.310852052858339,0.0610657516042881,0.205080205366402,0.440917883845133
1507,595378.171237,4783956.2268,52638,4.19189,1.6016337,0.299470137477884,0.0615268215859841,0.193934741540183,0.431679625216649
