"p","Psi","model","npar","AICc","DeltaAICc","weight","Neg2LnL"
"~effort","~avgT + pctpool + pctrock + BRT_100m + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~avgT + pctpool + pctrock + BRT_100m + BrBnk + pctShade + HAiFLS_for)",10,164.300053464567,7.64596209052112,0.00224810673750463,142.56777
"~effort","~avgT + pctpool + pctrock + BRT_100m + pctShade + HAiFLS_for","p(~effort)Psi(~avgT + pctpool + pctrock + BRT_100m + pctShade + HAiFLS_for)",9,164.72439,8.07029862595419,0.00181833299451815,145.31814
"~effort","~BRT_100m + BrBnk + HAiFLS_for","p(~effort)Psi(~BRT_100m + BrBnk + HAiFLS_for)",6,167.263721374046,10.60963,0.000510816147708211,154.6225
"~effort","~BrBnk + HAiFLS_for","p(~effort)Psi(~BrBnk + HAiFLS_for)",5,168.000245454545,11.3461540804997,0.000353452001726098,157.5457
"~effort","~pctpool + BRT_100m + BrBnk + HAiFLS_for","p(~effort)Psi(~pctpool + BRT_100m + BrBnk + HAiFLS_for)",7,168.308848461538,11.6547570874926,0.000302913168701336,153.44731
"~effort","~pctpool + BrBnk + HAiFLS_for","p(~effort)Psi(~pctpool + BrBnk + HAiFLS_for)",6,168.694441374046,12.04035,0.000249797286824982,156.05322
"~effort","~BRT_100m + HAiFLS_for","p(~effort)Psi(~BRT_100m + HAiFLS_for)",5,169.386795454545,12.7327040804997,0.000176703413288172,158.93225
"~effort","~BRT_100m + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~BRT_100m + BrBnk + pctShade + HAiFLS_for)",7,169.431698461538,12.7776070874926,0.000172780359998953,154.57016
"~effort","~BRT_100m + BrBnk","p(~effort)Psi(~BRT_100m + BrBnk)",5,169.587845454545,12.9337540804997,0.000159803941141878,159.1333
"~effort","~pctpool + BRT_100m + BrBnk","p(~effort)Psi(~pctpool + BRT_100m + BrBnk)",6,169.632921374046,12.97883,0.000156242570118343,156.9917
"~effort","~pctpool + BrBnk","p(~effort)Psi(~pctpool + BrBnk)",5,170.012425454545,13.3583340804997,0.000129238262384687,159.55788
"~effort","~pctrock + BrBnk + HAiFLS_for","p(~effort)Psi(~pctrock + BrBnk + HAiFLS_for)",6,170.117241374046,13.46315,0.000122639570966755,157.47602
"~effort","~BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~BrBnk + pctShade + HAiFLS_for)",6,170.179901374046,13.52581,0.000118856839115418,157.53868
"~effort","~pctpool + BRT_100m + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + BRT_100m + BrBnk + pctShade + HAiFLS_for)",8,170.486249069767,13.8321576957216,0.000101976856286061,153.36997
"~effort","~BrBnk","p(~effort)Psi(~BrBnk)",4,170.548361879699,13.8942705056535,9.88584949211217e-05,162.24761
"~effort","~pctpool + pctrock + BRT_100m + BrBnk + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + BRT_100m + BrBnk + HAiFLS_for)",8,170.548419069767,13.8943276957216,9.88556680995056e-05,153.43214
"~effort","~pctpool + pctrock + BrBnk + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + BrBnk + HAiFLS_for)",7,170.797418461538,14.1433270874927,8.72834782621571e-05,155.93588
"~effort","~pctpool + BRT_100m + HAiFLS_for","p(~effort)Psi(~pctpool + BRT_100m + HAiFLS_for)",6,170.831471374046,14.17738,8.58099301870965e-05,158.19025
"~effort","~pctpool + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + BrBnk + pctShade + HAiFLS_for)",7,170.888118461538,14.2340270874926,8.34135855596323e-05,156.02658
"~effort","~BRT_100m + pctShade + HAiFLS_for","p(~effort)Psi(~BRT_100m + pctShade + HAiFLS_for)",6,171.207041374046,14.55295,7.11186590477204e-05,158.56582
"~effort","~BRT_100m + pctShade + BrBnk","p(~effort)Psi(~BRT_100m + pctShade + BrBnk)",6,171.313901374046,14.65981,6.74185185586852e-05,158.67268
"~effort","~pctrock + BRT_100m + HAiFLS_for","p(~effort)Psi(~pctrock + BRT_100m + HAiFLS_for)",6,171.569621374046,14.91553,5.93267165297247e-05,158.9284
"~effort","~pctpool + BRT_100m + pctShade + BrBnk","p(~effort)Psi(~pctpool + BRT_100m + pctShade + BrBnk)",7,171.575418461538,14.9213270874926,5.91550044242836e-05,156.71388
"~effort","~pctrock + BRT_100m + pctShade + BrBnk + HAiFLS_for","p(~effort)Psi(~pctrock + BRT_100m + pctShade + BrBnk + HAiFLS_for)",8,171.672409069767,15.0183176957216,5.6354713756125e-05,154.55613
"~effort","~pctrock + BRT_100m + BrBnk","p(~effort)Psi(~pctrock + BRT_100m + BrBnk)",6,171.756771374046,15.10268,5.40270440124317e-05,159.11555
"~effort","~pctpool + pctShade + BrBnk","p(~effort)Psi(~pctpool + pctShade + BrBnk)",6,171.778931374046,15.12484,5.34317285030789e-05,159.13771
"~effort","~BrBnk + pctShade","p(~effort)Psi(~BrBnk + pctShade)",5,171.951235454545,15.2971440804997,4.90211920776346e-05,161.49669
"~effort","~pctpool + pctrock + BrBnk","p(~effort)Psi(~pctpool + pctrock + BrBnk)",6,171.967141374046,15.31305,4.86328746931405e-05,159.32592
"~effort","~HAiFLS_for","p(~effort)Psi(~HAiFLS_for)",4,172.078781879699,15.4246905056534,4.59925526015968e-05,163.77803
"~effort","~BRT_100m","p(~effort)Psi(~BRT_100m)",4,172.251731879699,15.5976405056534,4.21824595185813e-05,163.95098
"~effort","~pctrock + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~pctrock + BrBnk + pctShade + HAiFLS_for)",7,172.288228461538,15.6341370874927,4.14196825802702e-05,157.42669
"~effort","~pctrock + BrBnk","p(~effort)Psi(~pctrock + BrBnk)",5,172.571665454545,15.9175740804997,3.59467147452792e-05,162.11712
"~effort","~pctpool + BRT_100m + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + BRT_100m + pctShade + HAiFLS_for)",7,172.626028461538,15.9719370874926,3.49827888184355e-05,157.76449
"~effort","~pctpool + BRT_100m + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + BRT_100m + pctShade + HAiFLS_for)",7,172.626028461538,15.9719370874926,3.49827888184355e-05,157.76449
"~effort","~pctpool + pctrock + BRT_100m + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + BRT_100m + BrBnk + pctShade + HAiFLS_for)",9,172.77622,16.1221286259542,3.24519464131407e-05,153.36997
"~effort","~pctpool + pctrock + BrBnk + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + BrBnk + pctShade + HAiFLS_for)",8,172.936349069767,16.2822576957216,2.99549890019224e-05,155.82007
"~effort","~pctpool + pctrock + BRT_100m + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + BRT_100m + HAiFLS_for)",7,173.022888461538,16.3687970874927,2.86864874832679e-05,158.16135
"~effort","~pctrock + BRT_100m + pctShade + HAiFLS_for","p(~effort)Psi(~pctrock + BRT_100m + pctShade + HAiFLS_for)",7,173.315588461538,16.6614970874926,2.47809742769671e-05,158.45405
"~effort","~pctrock + BRT_100m + pctShade + BrBnk","p(~effort)Psi(~pctrock + BRT_100m + pctShade + BrBnk)",7,173.376888461538,16.7227970874927,2.40329593024536e-05,158.51535
"~effort","~pctpool + HAiFLS_for","p(~effort)Psi(~pctpool + HAiFLS_for)",5,173.409075454545,16.7549840804997,2.36492806029053e-05,162.95453
"~effort","~pctrock + HAiFLS_for","p(~effort)Psi(~pctrock + HAiFLS_for)",5,173.710735454545,17.0566440804997,2.03382367077233e-05,163.25619
"~effort","~pctpool + pctrock + BRT_100m + pctShade + BrBnk","p(~effort)Psi(~pctpool + pctrock + BRT_100m + pctShade + BrBnk)",8,173.794349069767,17.1402576957216,1.95054885171104e-05,156.67807
"~effort","~pctpool + pctrock + pctShade + BrBnk","p(~effort)Psi(~pctpool + pctrock + pctShade + BrBnk)",7,173.928338461538,17.2742470874927,1.82415360158701e-05,159.0668
