"HUC8","MEANT","pctrun","pctrock","pctShade","pctBrBnk","HAiFLS_dev","HAiFLS_for","ml.value","2.5 %","97.5 %"
"YEL",9.75951388888889,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,83.8684296739126,62.4432363181248,105.390532261164
"YEL",10.0089942365835,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,82.5559257659088,61.6213597809333,103.589013917654
"YEL",10.2584745842782,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,81.2434218579051,60.7444545253163,101.799814325735
"YEL",10.5079549319728,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,79.9309179499013,59.8735048490004,100.107887416489
"YEL",10.7574352796674,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,78.6184140418975,58.9275872874313,98.344532197402
"YEL",11.0069156273621,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,77.3059101338937,58.0632967542819,96.62419093173
"YEL",11.2563959750567,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,75.99340622589,57.1279484855977,94.8798088637274
"YEL",11.5058763227513,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,74.6809023178862,56.3047037925854,93.1209881295039
"YEL",11.755356670446,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,73.3683984098824,55.4602318553929,91.3494326387827
"YEL",12.0048370181406,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,72.0558945018786,54.5591420390195,89.5455279552141
"YEL",12.2543173658352,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,70.7433905938748,53.5867608219718,87.856363252933
"YEL",12.5037977135299,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,69.4308866858711,52.7010592780275,86.1166559597341
"YEL",12.7532780612245,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,68.1183827778673,51.8337927337478,84.3738773984348
"YEL",13.0027584089191,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,66.8058788698635,50.9700937604904,82.648868557636
"YEL",13.2522387566137,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,65.4933749618597,50.0539010654809,80.928948752726
"YEL",13.5017191043084,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,64.180871053856,49.1482524849895,79.1851677384137
"YEL",13.751199452003,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,62.8683671458522,48.2276017460976,77.5449799377848
"YEL",14.0006797996976,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,61.5558632378484,47.2798579017052,75.8782480413555
"YEL",14.2501601473923,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,60.2433593298446,46.3316868837004,74.1712510542984
"YEL",14.4996404950869,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,58.9308554218408,45.3757694630755,72.4312221733383
"YEL",14.7491208427815,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,57.6183515138371,44.4133993680092,70.8490290998017
"YEL",14.9986011904762,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,56.3058476058333,43.3867412950693,69.2660806498682
"YEL",15.2480815381708,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,54.9933436978295,42.4058298740231,67.5993140084954
"YEL",15.4975618858654,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,53.6808397898257,41.4515297181646,66.0358988997261
"YEL",15.7470422335601,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,52.3683358818219,40.448520090733,64.4812187066373
"YEL",15.9965225812547,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,51.0558319738182,39.3688530020568,62.959863258942
"YEL",16.2460029289493,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,49.7433280658144,38.3171716564803,61.4607565697695
"YEL",16.495483276644,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,48.4308241578106,37.2283148436394,59.9684962992045
"YEL",16.7449636243386,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,47.1183202498068,36.0880615625666,58.5120186559944
"YEL",16.9944439720332,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,45.8058163418031,34.9221911814739,57.0591008466238
"YEL",17.2439243197279,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,44.4933124337993,33.6973254664598,55.6007776727593
"YEL",17.4934046674225,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,43.1808085257955,32.4222144359242,54.1514836293341
"YEL",17.7428850151171,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,41.8683046177918,31.1007122544631,52.7680400951815
"YEL",17.9923653628118,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,40.555800709788,29.8197441810072,51.4448349471402
"YEL",18.2418457105064,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,39.2432968017842,28.4908465241318,50.1770631170195
"YEL",18.491326058201,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,37.9307928937804,27.1602327331326,48.9529997208676
"YEL",18.7408064058957,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,36.6182889857766,25.7692327263719,47.7299768826294
"YEL",18.9902867535903,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,35.3057850777729,24.36528092619,46.518956576878
"YEL",19.2397671012849,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,33.9932811697691,22.9234098291229,45.3770774190161
"YEL",19.4892474489796,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,32.6807772617653,21.5456538164247,44.253031610111
"YEL",19.7387277966742,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,31.3682733537615,20.0739582860814,43.0822289971921
