"OBJECTID","POINT_X","POINT_Y","No_cells","Area_km2","HAiFLS_for"
1140,594909.042782,4807242.5624,417765,33.2692,94.0411987
1141,595551.5274,4807047.90526,451294,35.9394,21.5281906
1142,603864.450669,4806714.91563,9744,0.775976,10.3629284
1143,604233.050308,4806711.40605,8973,0.714576,69.6794968
1144,596537.403456,4806646.92679,10329,0.822563,20.5384331
1145,595947.984609,4806838.87825,457816,36.4588,25.9587898
1146,596538.982369,4806596.99022,471212,37.5256,31.4967728
1147,604189.028892,4806228.41994,18868,1.50258,36.5096016
1148,604228.486148,4806175.46008,21842,1.73942,33.3548622
1149,604250.967689,4806214.89707,14593,1.16213,78.7472
1150,596138.083455,4806419.10243,466549,37.1542,29.2446709
1151,593287.348337,4806023.79376,10440,0.831403,0
1152,593386.820753,4805956.5017,14673,1.1685,2.5491157
1153,596797.702697,4805844.6265,486811,38.7678,31.2826138
1154,593576.883732,4805772.42393,26780,2.13266,1.7608521
1155,594494.786723,4805550.68167,9793,0.779878,0
1156,604987.911389,4805525.97779,11538,0.918843,63.2238235
1157,604807.475802,4805443.69898,46743,3.72244,43.5664978
1158,606695.718855,4805038.78323,15464,1.2315,27.1244564
1159,603356.157099,4805057.43673,16642,1.32531,80.9548798
1160,601735.87209,4805075.54059,9299,0.740538,21.3470135
1161,594751.969216,4804899.34011,46414,3.69624,0.9211327
1162,594910.123849,4804917.18795,67639,5.38652,0.6173384
1163,598420.72203,4804855.53326,10060,0.801141,37.2145042
1164,602970.12315,4804842.70443,9563,0.761562,0
1165,603093.036155,4804776.34781,21946,1.7477,100
1166,595608.875805,4804787.28101,10306,0.820731,11.6040211
1167,595526.854908,4804756.55746,76408,6.08485,0.5429127
1168,598117.076731,4804674.28343,514455,40.9693,98.8648911
1169,601748.529926,4804609.88428,17677,1.40773,20.7309971
1170,603033.573812,4804481.18472,32636,2.59901,61.329422
1171,606917.241057,4804499.32064,27294,2.17359,24.0197964
1172,606368.72381,4804468.59761,11096,0.883644,95.8524551
1173,606952.065272,4804412.09431,35604,2.83537,0
1174,606897.19556,4804408.52474,17551,1.3977,33.1740952
1175,595896.433142,4804352.11385,91544,7.29022,1.8207574
1176,603062.232191,4804301.18313,36434,2.90147,58.319416
1177,605036.559154,4804406.94442,70925,5.6482,0
1178,601398.279379,4804148.32531,10869,0.865567,0
1179,601509.350843,4804138.94993,28965,2.30666,36.1225853
1180,596715.441374,4804045.85297,17156,1.36624,19.2751942
1181,599056.172973,4804022.94237,534543,42.569,38.1611099
1182,599183.796504,4803912.35502,708458,56.419,0
1183,599274.973556,4803926.63328,716330,57.0459,27.9570675
1184,596494.965168,4803950.78334,100505,8.00384,100
1185,596706.691168,4803980.35049,129764,10.3339,11.3357248
1186,597511.736593,4804000.07768,152425,12.1386,13.8658819
1187,597766.584455,4803889.99812,162060,12.9059,15.5143709
1188,607473.404782,4803937.1483,58450,4.65474,100
1189,599011.259508,4803926.63328,173622,13.8266,14.6616068
1190,607406.806621,4803864.16587,9275,0.738626,50.3701134
1191,607837.444628,4803855.62062,14510,1.15552,12.8268328
1192,596565.848712,4803868.86197,28234,2.24845,27.0246296
1193,607715.788623,4803712.4593,70930,5.6486,35.5483475
1194,601300.061525,4803612.02362,42901,3.41648,52.3285332
1195,604315.053383,4803590.19772,14908,1.18722,69.1053467
1196,604479.248184,4803584.56585,83984,6.68817,46.3248711
1197,596538.158631,4803589.09657,13535,1.07788,18.8901081
1198,600180.386635,4803399.35914,27390,2.18124,0
1199,604278.742928,4803302.18545,101904,8.11526,6.0609322
1200,608051.103553,4803326.4419,88543,7.05123,100
1201,608149.654783,4803235.9222,95586,7.61211,100
1202,608246.322207,4803387.32714,21834,1.73878,16.3021355
1203,603555.985854,4803187.55657,52326,4.16705,62.6289787
1204,608469.564706,4803026.55416,119350,9.50459,100
1205,601128.178505,4803029.64047,49907,3.97441,47.8755913
1206,608473.520357,4802952.9252,127300,10.1377,97.6996841
1207,600018.641975,4803264.91178,16027,1.27633,69.7195892
1208,603979.508895,4802821.05166,108674,8.65439,48.4981499
1209,596644.22919,4803559.49873,13676,1.08911,30.1784706
1210,599470.410388,4803512.01921,25001,1.99099,23.2210903
1211,600734.352105,4803011.40568,19114,1.52217,39.8745995
1212,599776.344518,4802674.38306,9896,0.788081,62.8290672
1213,601199.214767,4802767.12001,11417,0.909207,48.0027084
1214,609143.426145,4802462.80808,143958,11.4643,41.7722092
1215,602869.962857,4802446.25674,25565,2.0359,53.1305504
1216,609294.06348,4802268.06705,151442,12.0603,0
1217,600411.676389,4802431.1378,13586,1.08194,29.9597664
1218,605804.735409,4802043.68703,16191,1.28939,96.8441544
1219,598320.315532,4802477.14372,14182,1.1294,22.4920406
1220,606298.641322,4801925.71417,9507,0.757102,42.2072716
1221,602489.077546,4802254.18153,16016,1.27545,49.1297951
1222,606078.053933,4801773.83235,20570,1.63812,0
1223,609465.051206,4801779.96849,161197,12.8371,100
1224,606366.668009,4801619.81265,16232,1.29266,45.9458809
1225,603060.34556,4802338.91839,9085,0.723496,44.2474709
1226,604878.370945,4801445.78467,31551,2.5126,93.0447617
1227,611930.717938,4801964.27724,12375,0.985499,100
1228,605567.96592,4801099.98429,16270,1.29568,100
1229,604764.580617,4801313.32318,15844,1.26176,100
1230,604598.7335,4801279.56838,15476,1.23245,100
1231,591118.250953,4795850.48942,18548,1.47709,0
1232,590689.169415,4795903.04713,13040,1.03846,0
1233,592539.048745,4795746.02245,171447,13.6534,7.104857
1234,593324.558264,4795475.64397,186625,14.8621,23.2441807
1235,595041.265075,4795392.78721,281999,22.4574,0
1236,591718.651831,4795385.54077,26725,2.12828,94.5124054
1237,594813.540789,4795389.0516,265691,21.1586,14.5590725
1238,594486.319719,4795323.97838,262783,20.9271,15.0896387
1239,595542.435439,4795404.29362,287107,22.8641,19.8325901
1240,591814.819178,4795354.96244,135153,10.7631,1.2842836
1241,594818.898823,4795355.00166,15343,1.22186,43.6849747
1242,595997.467754,4795034.35272,297727,23.7099,19.9395123
1243,591577.802208,4795304.10145,128723,10.251,0.8977196
1244,590669.959412,4794858.99267,112033,8.92189,0.0353049
1245,593337.571298,4795357.68776,63633,5.0675,7.6832209
1246,596411.120728,4794663.60861,304026,24.2115,20.1479092
1247,596672.048627,4794691.03578,341229,27.1742,20.6221981
1248,590538.602656,4794785.71446,108098,8.60852,0
1249,588948.103277,4794601.1412,36683,2.9213,0.0217332
1250,590393.996175,4794564.55528,99738,7.94276,0
1251,592891.822692,4794627.91294,15102,1.20267,0
1252,592994.168454,4794679.53412,42066,3.34998,5.5565982
1253,596274.109046,4794601.1412,35709,2.84373,22.6777229
1254,596652.973963,4794518.71988,674660,53.7274,9.5249577
1255,589493.419271,4794193.21523,50727,4.03971,0
1256,590106.67295,4794262.13285,91465,7.28393,0.0354157
1257,595213.711969,4794102.54545,22614,1.80089,2.3915544
1258,590004.413727,4794163.62641,76926,6.1261,0.0422662
1259,588576.830097,4794338.28252,29965,2.3863,0.009493
1260,594982.507651,4794226.90141,13505,1.07549,3.317661
1261,589379.147196,4794086.80716,22345,1.77947,0.0188132
1262,592815.61891,4793999.62653,28961,2.30635,100
1263,590010.921837,4794014.56707,14059,1.11961,0
1264,595921.212861,4793306.64053,661815,52.7045,9.5189409
1265,595875.073106,4793338.50567,653110,52.0112,0
1266,595808.815943,4793147.09092,645661,51.418,0
1267,595462.481336,4792894.88245,640523,51.0089,0
1268,595189.451759,4792561.2029,634487,50.5282,0
1269,591908.845566,4792308.23717,12603,1.00366,3.0583925
1270,592067.141584,4792259.14347,15480,1.23277,3.1803372
1271,594641.654021,4792256.89384,623026,49.6155,7.2132668
1272,592363.032665,4792046.43902,22850,1.81969,12.7598467
1273,594395.223246,4792138.69447,618246,49.2348,7.1943631
1274,588812.120765,4791988.34281,11564,0.920914,0
1275,593164.863361,4791885.89723,33334,2.6546,0
1276,586940.325276,4791879.38532,15732,1.25284,0
1277,587099.075046,4791865.11401,8893,0.708205,0
1278,594334.370378,4791965.16912,611602,48.7057,100
1279,587220.136281,4791638.65973,25813,2.05565,0
1280,588951.959359,4791647.00025,19907,1.58532,15.9380474
1281,593895.720247,4791553.26949,51136,4.07228,100
1282,589207.125552,4791369.68989,25739,2.04976,0
1283,587799.824364,4791434.71369,8820,0.702392,0
1284,587397.324711,4791156.8767,35945,2.86253,2.2198541
1285,594061.709899,4791593.78155,556284,44.3004,5.0525532
1286,587762.365368,4790961.97481,59997,4.77794,1.7628644
1287,587810.265723,4790989.63244,13468,1.07254,0.096987
1288,587375.375473,4791124.08802,21149,1.68423,1.7303778
1289,592326.477862,4790932.59835,16578,1.32021,0.0858061
1290,589856.962106,4790823.21258,37076,2.95259,8.6532507
1291,593598.765075,4790801.04123,539562,42.9687,0
1292,589868.463967,4790763.85737,133306,10.616,0.4211923
1293,588093.869176,4790620.35588,78060,6.21641,0.9957094
1294,593490.998104,4790701.075,519730,41.3894,3.0592785
1295,589426.66621,4790562.73552,115189,9.17322,0.5208438
1296,588942.710648,4790557.18982,109564,8.72527,0
1297,590368.329966,4790587.77021,20401,1.62466,0
1298,593297.581594,4790563.04666,515807,41.0769,2.9940474
1299,590324.522465,4790496.46459,175544,13.9797,2.6586964
1300,590592.343074,4790449.62235,197017,15.6897,2.3008499
1301,590627.545965,4790433.67248,203491,16.2053,2.2117989
1302,592593.711957,4790431.99291,22699,1.80766,0.0627614
1303,588105.888,4790551.70883,22273,1.77374,0.0376329
1304,592785.557074,4790306.88346,490227,39.0399,2.9174755
1305,593142.197636,4790477.06627,510615,40.6635,2.9165201
1306,591206.513343,4790192.72675,219954,17.5163,2.321677
1307,593555.151257,4790652.74205,19133,1.52368,0.0045975
1308,592547.965813,4790335.51626,467068,37.1956,3.083056
1309,589475.868496,4790509.43352,14504,1.15504,0
1310,587690.832954,4790112.41151,8824,0.702711,0.0566032
1311,590602.559,4790344.48373,10281,0.818741,5.4171381
1312,592685.723857,4790177.15692,18114,1.44253,0
1313,592040.000593,4790000.54743,234396,18.6664,2.1468
1314,592098.921231,4789954.99367,226210,18.0145,4.0993605
1315,593678.058381,4789950.0474,11550,0.919799,0
1316,591958.013188,4789835.77012,217209,17.2977,4.295403
1317,591439.804114,4789207.06168,209672,16.6975,0
1318,591264.068914,4788806.09938,197672,15.7419,4.1588359
1319,590540.146564,4788541.80232,113172,9.0126,4.7880454
1320,591046.249274,4788705.04139,120550,9.60015,4.488059
1321,590211.485538,4788550.19995,108205,8.61704,5.0066199
1322,589841.348976,4788432.93054,68158,5.42785,0
1323,588924.688097,4788488.60826,29182,2.32395,7.4335485
1324,589744.895879,4788396.60814,64016,5.098,97.8360519
1325,589099.198805,4788400.56848,31084,2.47541,8.3439121
1326,588728.508062,4788095.60652,23783,1.89399,10.9226294
1327,588398.014874,4788006.70427,10127,0.806477,25.5359287
1328,591057.89129,4788667.21545,74904,5.96508,3.5268912
1329,591020.330615,4787970.6717,61766,4.91881,4.2364225
1330,588407.437236,4787969.11308,10113,0.805362,0
1331,590949.634561,4787901.70135,9752,0.776613,1.7983991
1332,589826.178319,4788302.90582,36790,2.92982,0.2128666
1333,591485.598156,4787636.5605,54986,4.37888,5.1130128
1334,589583.812767,4787255.33861,19722,1.57059,0
1335,589418.754451,4787001.11735,13643,1.08648,0.3272385
1336,591532.822073,4787368.19707,46811,3.72785,6.6693468
1337,591113.520783,4786592.0619,31525,2.51053,0
1338,590990.245844,4786472.10199,27632,2.20051,0
1339,590611.953776,4786048.11717,13106,1.04371,100
1340,590654.327551,4785968.11546,10263,0.817307,100
1341,597803.680387,4790406.90074,579425,46.1432,0
1342,597697.07212,4790280.18113,576484,45.909,15.7565413
1343,597697.07212,4790168.60953,572511,45.5926,15.8767376
1344,597916.515678,4789457.31131,549893,43.7914,14.9981518
1345,598043.666346,4789316.74451,544987,43.4007,14.4763241
1346,597843.078274,4789382.13856,19943,1.58819,36.1175385
1347,597964.789596,4789049.41675,539912,42.9966,14.0935392
1348,597675.816791,4788837.42737,14142,1.12622,13.497756
1349,598193.957201,4788683.86239,534228,42.5439,13.4643803
1350,598491.359035,4788511.6914,353251,28.1316,100
1351,598919.44749,4788510.1447,13997,1.11467,0
1352,598973.19209,4788352.59006,337680,26.8916,0
1353,599449.930257,4787931.20541,320678,25.5376,0
1354,598517.556401,4788400.39166,180395,14.366,100
1355,600519.92052,4787625.52997,10716,0.853382,0
1356,599686.405155,4787551.59776,128615,10.2424,0
1357,599896.700691,4787456.56079,19691,1.56812,0.2325861
1358,599820.964098,4787408.76861,108535,8.64332,10.4350882
1359,599950.524856,4787087.20403,32968,2.62545,10.2063723
1360,598357.267934,4787172.06821,166952,13.2954,0
1361,598150.89002,4786874.03375,157667,12.556,0
1362,601282.701518,4786690.08977,12291,0.978809,21.5704288
1363,600350.48202,4786978.6136,27331,2.17654,12.0251436
1364,597826.185103,4786647.84307,151415,12.0581,4.801908
1365,599633.43006,4787415.26144,189688,15.106,0
1366,599904.190979,4786944.79937,74239,5.91212,0
1367,597640.672037,4786476.87902,142299,11.3322,4.8162537
1368,597235.648368,4786148.52135,136190,10.8457,0
1369,597174.829363,4785731.73905,127220,10.1313,1.8762851
1370,599435.74117,4786204.73272,166281,13.242,14.4851484
1371,599309.804191,4786135.98878,12381,0.985977,71.7081985
1372,599688.040353,4785564.0194,152975,12.1824,12.6909876
1373,597265.147467,4785650.46545,111827,8.90549,2.1298895
1374,600851.833359,4785782.40195,45813,3.64838,11.8535929
1375,597207.289923,4785598.97643,15180,1.20888,0
1376,600722.279601,4785660.6598,14598,1.16253,3.3893487
1377,599681.464769,4785307.5563,147970,11.7838,13.1764574
1378,597093.641858,4785036.40139,10079,0.802654,0
1379,597563.213382,4785213.74924,106159,8.45411,2.2460074
1380,601627.713394,4785247.50555,30423,2.42277,11.2075434
1381,599622.933064,4784855.65677,140246,11.1687,0
1382,602115.466117,4784560.16872,9383,0.747227,0
1383,602069.790898,4784473.48018,12491,0.994737,0
1384,597847.472982,4784510.58654,97325,7.7506,2.121068
1385,599428.17582,4784293.89749,14064,1.12,0
1386,597572.879336,4783706.15297,71465,5.69121,0.8482859
1387,599451.651288,4784202.94865,118535,9.43969,16.5844002
1388,600007.387588,4783530.18873,24878,1.98119,25.007103
1389,599934.813736,4783533.32424,85229,6.78732,10.6168318
1390,597365.577969,4783569.5446,67840,5.40253,0.4265094
1391,597625.680793,4783659.8186,15478,1.23261,4.5905986
1392,600552.170372,4783571.18118,15437,1.22935,21.9102688
1393,597193.649957,4783287.17404,61702,4.91372,0.5252991
1394,599945.89892,4783375.52058,79616,6.34032,11.726263
1395,596940.777004,4783145.07095,54553,4.3444,0.0152788
1396,599610.398037,4782996.44264,63208,5.03365,8.3201637
1397,599683.159522,4782961.03618,13151,1.0473,100
1398,596760.060953,4782680.29028,33614,2.67689,0
1399,599272.695391,4782647.00376,53068,4.22614,0
1400,597100.359267,4782346.27904,9796,0.780117,0
1401,599379.230262,4782023.77416,40477,3.22344,0
1402,596989.852679,4782271.41444,22164,1.76506,0
1403,596673.056426,4782644.58368,16299,1.29799,0
1404,598853.022683,4781630.53293,12860,1.02412,0
1405,599222.981768,4781875.55719,33968,2.70509,0
1406,598870.483763,4781616.67701,16893,1.3453,0
1407,596998.371829,4781653.92547,13246,1.05486,0
1408,598938.500116,4781475.95903,11966,0.952928,0
1409,600741.101847,4793646.2822,30550,2.43289,37.9418411
1410,600096.506126,4793217.77718,13424,1.06904,3.6072931
1411,600762.717141,4792919.26297,369922,29.4592,0
1412,600821.404825,4792657.91641,323690,25.7775,17.2518654
1413,600624.60412,4792691.5451,45435,3.61827,59.9830284
1414,598498.522756,4792081.7606,97994,7.80388,6.1742516
1415,599115.305064,4792102.77959,11112,0.884918,86.7458725
1416,601586.441775,4791784.09911,21366,1.70151,36.4251709
1417,601201.962001,4791907.37509,314305,25.0301,100
1418,597439.370107,4791739.91251,9764,0.777569,5.0911026
1419,597814.765762,4791888.78101,86050,6.8527,1.4454247
1420,601825.393693,4791867.56191,16441,1.3093,36.0638046
1421,600373.696401,4791896.6809,28902,2.30165,68.9492798
1422,596767.713808,4791184.41125,60115,4.78733,0
1423,597536.441634,4791607.77996,71157,5.66668,0.8393809
1424,600445.638209,4791824.80748,10154,0.808627,51.3068352
1425,596525.274666,4791216.8431,54273,4.3221,0
1426,601564.593414,4791684.22426,290686,23.1492,11.8307543
1427,600170.481595,4791312.67057,17238,1.37277,80.1196671
1428,596240.709868,4791029.81088,46136,3.6741,0.1010999
1429,596070.242256,4790870.05197,42910,3.41719,0.1085285
1430,596040.613345,4790845.41743,35397,2.81889,0.1310676
1431,595892.695063,4790723.1953,32397,2.57998,0.1434567
1432,601926.881763,4790944.93958,15976,1.27227,20.0241756
1433,595086.000617,4790615.78665,21102,1.68048,0.2174577
1434,601724.339107,4790926.42355,268963,21.4192,9.241046
1435,601500.486964,4790237.31142,25489,2.02985,0.7762553
1436,598542.84489,4790799.55303,14483,1.15337,82.6505356
1437,597766.377416,4790431.58645,474591,37.7947,17.3842716
1438,601619.213982,4790129.7404,239694,19.0883,9.6420202
1439,600008.288699,4790829.42881,12566,1.00071,74.6138916
1440,601159.101381,4790219.16093,15198,1.21031,0.3411853
1441,602141.182225,4790077.67993,230740,18.3753,0
1442,597173.503066,4790051.88909,457929,36.4678,0
1443,594787.875545,4790293.49281,14644,1.16619,0
1444,597087.761798,4790016.84736,13106,1.04371,9.3591537
1445,602310.736626,4789700.18024,224416,17.8717,7.950017
1446,596717.052862,4789500.71028,448625,35.7268,100
1447,602304.79983,4789455.02886,203535,16.2088,7.6891098
1448,603261.194293,4789487.7374,181759,14.4746,7.5409155
1449,602761.368521,4789412.63208,193964,15.4466,0
1450,602966.418454,4789341.43879,186699,14.868,0
1451,602208.475013,4789496.66132,20222,1.6104,9.9536514
1452,596600.208199,4789393.12396,441949,35.1952,18.0953197
1453,601942.292936,4789112.95176,9487,0.755509,14.7945595
1454,603510.433497,4789208.34349,174299,13.8805,8.0382824
1455,596471.537157,4788678.62923,10824,0.861983,92.013382
1456,595704.666881,4788411.40428,8881,0.70725,87.2444839
1457,596285.787172,4788313.69922,405652,32.3046,100
1458,596548.660297,4788217.76802,420800,33.5109,100
1459,596611.584065,4788627.81179,426693,33.9802,15.666317
1460,594028.824508,4787899.28037,105826,8.42759,5.3867011
1461,595750.439642,4788326.99918,394187,31.3916,12.2519054
1462,595712.799404,4787831.37791,136220,10.8481,15.3276482
1463,594311.539627,4787798.33953,113036,9.00177,5.6736312
1464,593815.168715,4787841.36539,100102,7.97175,5.6380925
1465,595107.211047,4787794.24851,126258,10.0547,10.9826994
1466,593447.077861,4787770.99702,93437,7.44097,6.1941237
1467,603746.31083,4787998.6197,159547,12.7057,7.5037951
1468,595708.350398,4787756.62608,256033,20.3895,100
1469,596159.926867,4788164.32038,14392,1.14613,100
1470,593113.632454,4787615.53867,87455,6.96459,6.8455191
1471,592986.808295,4787510.4021,80214,6.38794,7.8460317
1472,602803.136804,4786916.85723,9182,0.73122,2.1130216
1473,593020.940202,4787360.87905,76578,6.09839,8.4818535
1474,603768.212754,4787501.54128,152482,12.1431,0
1475,603389.834761,4786818.79087,17488,1.39268,0
1476,603440.66975,4786834.34363,127355,10.1421,0
1477,595566.18617,4787174.27131,243330,19.3779,9.0332088
1478,592896.00538,4786801.8244,68945,5.49052,10.2344713
1479,603390.530447,4786696.28754,122171,9.72924,9.139039
1480,595436.656311,4786608.78548,234793,18.698,9.411294
1481,603535.87788,4786340.77467,102172,8.1366,14.2823238
1482,592763.887838,4786346.51901,60406,4.81051,5.2733078
1483,594277.91281,4785962.79063,13385,1.06593,0
1484,603453.883109,4786325.80982,17434,1.38838,0.1052257
1485,594799.737646,4785891.3993,21238,1.69132,0
1486,595298.210231,4785873.55147,36948,2.9424,7.4077725
1487,595448.24532,4786141.61842,220540,17.563,9.7663946
1488,592556.09025,4786122.61479,54392,4.33158,6.6082411
1489,603755.630128,4786113.96181,97325,7.7506,0
1490,592393.597691,4785780.26584,46998,3.74275,0
1491,604002.124343,4785602.83887,85800,6.83279,16.7021484
1492,595309.421826,4785774.98616,182781,14.556,10.4103889
1493,592365.740861,4785530.68919,38649,3.07786,0
1494,594803.346405,4785718.18212,12406,0.987968,0
1495,604040.403493,4785453.61447,76523,6.09401,0.0601658
1496,592111.469131,4785150.20205,24906,1.98342,2.6901634
1497,595314.386581,4785169.34718,165142,13.1513,8.7838345
1498,592037.685943,4785125.15927,10955,0.872415,100
1499,595357.54313,4785275.64911,11013,0.877034,32.7543411
1500,603989.405642,4785369.43444,9003,0.716965,36.7372627
1501,594122.25987,4784459.96253,10023,0.798194,37.9954567
1502,595200.493856,4784875.73988,90638,7.21807,12.7255068
1503,592182.09211,4784913.25343,17625,1.40359,0
1504,595267.870233,4784899.22784,73526,5.85534,3.3047411
1505,604174.536104,4784923.65448,68323,5.44099,0
1506,594085.531495,4784319.80211,69027,5.49705,0
1507,595378.171237,4783956.2268,52638,4.19189,1.6016337
1508,595446.412261,4783973.97943,10886,0.866921,4.7668505
1509,604221.086159,4783772.52188,39907,3.17804,2.4e-06
1510,595296.53875,4783742.86773,49265,3.92328,1.8020946
1511,593592.76033,4783365.93111,12333,0.982154,2.0212014
1512,603876.292553,4783471.44128,29330,2.33573,0
1513,595322.787909,4783386.0568,44903,3.57591,2.1422982
1514,593660.249561,4783298.46684,43515,3.46537,0
1515,604419.859282,4783184.6859,9886,0.787284,0
1516,603310.256471,4783104.19042,13141,1.0465,0
1517,595296.605592,4782875.18258,32136,2.55919,4.5815096
1518,593428.635343,4782812.64833,27569,2.19549,0
1519,592868.75137,4782748.41262,16685,1.32873,0
1520,592618.351635,4782444.05686,10968,0.873451,0
1521,594974.982961,4782731.93999,22358,1.78051,0.0006628
1522,594895.49252,4782338.62082,11893,0.947114,0
1523,593463.280866,4782729.90577,11636,0.926648,44.3843384
1524,594837.048266,4782326.56846,9059,0.721425,0
1525,595218.773299,4801543.94775,10602,0.844304,98.4873276
1526,595198.375675,4801140.15404,17749,1.41346,23.5420341
1527,595296.909075,4801120.2469,21113,1.68136,15.8023939
1528,596098.483621,4801062.72329,11245,0.89551,1.7105408
1529,597633.765213,4800921.79212,8835,0.703587,0
1530,598758.180333,4800919.27363,11122,0.885715,0
1531,598494.965078,4800512.43795,18636,1.4841,0
1532,594879.659374,4800480.46793,44603,3.55202,32.7699966
1533,597848.77869,4800421.18331,18709,1.48992,0.0314629
1534,598333.722272,4800362.11507,30796,2.45248,0
1535,597922.73596,4800383.51794,43467,3.46155,0.1864086
1536,598571.21933,4800489.29951,11565,0.920994,0
1537,597856.534244,4800256.19444,62395,4.96891,0
1538,596062.427007,4800214.28428,12117,0.964953,18.3216724
1539,597415.151134,4800241.05603,71332,5.68062,0.1268439
1540,595802.040106,4799685.52672,20118,1.60212,0
1541,597055.574725,4799540.10174,83409,6.64238,3.8616717
1542,594741.826857,4799446.1183,54948,4.37585,0
1543,594910.048371,4799266.29522,57584,4.58578,29.5304279
1544,597123.676573,4799428.97968,15120,1.2041,22.2295647
1545,595364.696759,4799199.69536,26564,2.11546,42.0152283
1546,595278.690918,4798933.53302,34829,2.77365,0
1547,596650.229354,4798815.09134,106435,8.47609,9.8259563
1548,595389.51656,4798451.08759,10351,0.824315,81.1098099
1549,595185.325015,4798305.93318,14273,1.13665,0
1550,596786.340364,4798036.35647,117431,9.35177,13.7997837
1551,594181.441343,4797616.64061,11914,0.948787,100
1552,596760.060953,4797605.19622,129333,10.2996,19.4965305
1553,599058.397015,4797339.68327,15033,1.19717,0.5483749
1554,595983.680272,4796943.81049,11770,0.937319,9.4593458
1555,595555.33231,4796930.59022,9552,0.760686,0
1556,595795.254164,4797038.3941,16338,1.3011,6.5343266
1557,594231.270129,4796983.82673,31465,2.50576,29.0609131
1558,593479.564741,4796805.34842,19454,1.54924,96.1574783
1559,593090.438594,4796718.45292,12023,0.957467,100
1560,596172.56732,4796632.76428,140174,11.1629,21.3376083
1561,596388.515643,4796368.24725,11088,0.883007,0.8002698
1562,599779.296375,4796352.90719,28074,2.23571,24.0060635
1563,599418.632369,4795952.09941,13869,1.10448,0
1564,599451.602315,4795965.74044,32193,2.56373,0
1565,597959.890843,4795990.1205,10830,0.862461,0
1566,599365.66121,4795817.52416,46307,3.68772,35.7775803
1567,597732.041441,4795756.14838,21744,1.73161,17.0521889
1568,597556.227837,4795697.12139,12413,0.988525,0
1569,599339.072641,4795432.49849,10012,0.797318,0.0002917
1570,599294.611643,4795386.28721,50114,3.99089,7.7151227
1571,599793.842975,4794771.04497,65631,5.22661,5.0158978
1572,598613.752525,4795036.47063,43105,3.43272,0
1573,598332.127816,4794677.72332,38325,3.05206,0
1574,599937.14882,4794632.11418,72542,5.77697,4.367919
1575,597982.637428,4794581.97371,30890,2.45996,21.7282867
1576,597468.224729,4793584.72176,17474,1.39156,0
1577,605922.663047,4794306.65197,13587,1.08202,99.4281158
1578,606879.781554,4793820.13343,29383,2.33995,86.2626114
1579,607009.509373,4793734.43034,34655,2.7598,96.6502838
1580,607382.44968,4794000.23148,473340,37.695,27.77952
1581,606957.934389,4793691.62258,436813,34.7862,26.3483944
1582,606495.384906,4793293.44025,427325,34.0306,24.2688389
1583,606353.270517,4793199.48298,418104,33.2962,22.1855602
1584,606150.893989,4792976.98851,410927,32.7247,21.5704346
1585,606044.972548,4792890.16016,406283,32.3549,0
1586,605957.537879,4792652.6472,22930,1.82606,81.2328949
1587,606039.8421,4792756.71553,383268,30.522,17.3801498
1588,606120.728613,4792249.36431,369647,29.4373,15.962945
1589,606187.453769,4792179.02234,9789,0.77956,56.5649567
1590,605281.2414,4791588.12874,20300,1.61662,4.9132323
1591,605916.553065,4791911.45559,38095,3.03374,25.7429829
1592,605987.389966,4791880.7926,330165,26.2931,15.0020151
1593,605335.944108,4791530.0666,13315,1.06036,32.311451
1594,606451.433592,4791259.52042,319877,25.4738,13.5768137
1595,606329.058321,4790953.79615,314387,25.0366,11.9245567
1596,606011.321282,4790415.82465,301081,23.977,10.5547905
1597,605755.740278,4790215.78009,287865,22.9245,9.1267614
1598,605809.80404,4790207.89741,12162,0.968536,0
1599,605333.29813,4790236.61744,281426,22.4117,7.984652
1600,604741.696037,4789884.04399,272895,21.7323,100
1601,605156.192308,4789257.84124,257298,20.4903,3.0668221
1602,605029.626,4789280.2041,12492,0.994816,90.3949661
1603,605250.346487,4789218.37908,251202,20.0048,3.1778266
1604,605246.704949,4789078.42186,229130,18.2471,0.8726192
1605,605102.479625,4788930.6624,12849,1.02325,0
1606,605166.389706,4788677.19855,224216,17.8557,0
1607,605617.316277,4787841.0061,53745,4.28005,0.1387327
1608,605561.134137,4787866.72291,163424,13.0145,0.2865446
1609,606050.285645,4787555.17428,45897,3.65507,0
1610,605300.692113,4787364.06726,19766,1.57409,1.7984898
1611,604665.352953,4787232.82681,10402,0.828377,100
1612,606123.301828,4787284.00446,37797,3.01001,0.0307115
1613,605398.411519,4787318.5911,141147,11.2404,0
1614,606265.150489,4786809.44351,32046,2.55202,0.03704
1615,605550.091581,4786660.67266,131160,10.4451,0.192123
1616,606397.890097,4786572.76392,27336,2.17694,0
1617,606459.383721,4786211.95781,22090,1.75917,0
1618,606605.877556,4786080.86371,18309,1.45806,0
1619,606817.930653,4785974.63523,13601,1.08313,0
1620,605327.020192,4785667.55455,114446,9.11405,0.2393998
1621,605379.671295,4785213.1817,104117,8.29149,0
1622,605353.791939,4785080.9745,99151,7.89602,0
1623,605547.127854,4784614.18139,90405,7.19952,0
1624,605926.827574,4784325.37113,41237,3.28396,0
1625,605803.612718,4784288.85798,45912,3.65626,0.7265813
1626,606878.495112,4784223.05585,27643,2.20139,0
1627,607480.830333,4784158.31968,11222,0.893678,0
