"OBJECTID","POINT_X","POINT_Y","No_cells","Area_km2","HAiFLS_for"
2352,622383.236247,4799249.19496,129011,10.274,30.2941799
2353,622300.308183,4799175.76277,20029,1.59504,38.7013397
2354,626257.730055,4798989.82531,13107,1.04379,79.7994766
2355,621827.340642,4798589.2392,8950,0.712745,0
2356,622630.963708,4798856.01722,114650,9.1303,31.7430859
2357,623176.636722,4798071.65208,61413,4.8907,13.8502464
2358,623192.7287,4798010.04813,58282,4.64136,45.7560692
2359,622509.850468,4798762.28083,12205,0.971961,24.0394039
2360,623148.080191,4797975.6187,43596,3.47182,0
2361,623558.505684,4797691.3871,26175,2.08448,33.6471596
2362,624358.207354,4797742.35958,13638,1.08608,41.303318
2363,622880.362715,4797165.41529,34692,2.76274,15.9130497
2364,623509.714291,4797639.08803,30316,2.41425,59.3914566
2365,622915.464643,4796972.82027,30806,2.45328,18.564785
2366,624015.308648,4796811.0551,15072,1.20028,98.7371826
2367,623027.932067,4796539.81972,20529,1.63485,68.2045288
2368,623091.338952,4796192.94481,14154,1.12717,0
2369,630044.482379,4808377.88252,734316,58.4782,65.3873062
2370,630084.503131,4808341.49703,20522,1.6343,96.3234863
2371,629955.42131,4808313.15413,731436,58.2488,65.6982727
2372,630467.122885,4807893.14696,13135,1.04602,99.2254715
2373,629780.723569,4807661.31492,720582,57.3845,0
2374,629315.149792,4807308.15367,15144,1.20601,98.1313553
2375,629596.173853,4807340.86884,635893,50.6401,66.1475372
2376,629423.539254,4807193.88782,617862,49.2042,65.5533905
2377,629518.634532,4807251.62093,80930,6.44496,65.7463837
2378,629103.663346,4806802.53105,10150,0.808308,71.4952316
2379,630433.565111,4806407.4819,66295,5.27949,61.4014359
2380,629098.897505,4806699.81926,603362,48.0495,100
2381,630490.17192,4806394.21614,60886,4.84873,57.8537636
2382,628951.543026,4806282.13954,596281,47.4856,64.7499542
2383,630697.713021,4806152.45407,47940,3.81776,53.8312416
2384,628867.553364,4806124.2312,590276,47.0074,100
2385,631095.165218,4806054.64928,40333,3.21197,100
2386,630662.017357,4806128.99847,11513,0.916852,71.1093292
2387,631312.756158,4805820.42964,32244,2.56779,42.2146683
2388,631550.832892,4805934.01276,25360,2.01958,27.8172092
2389,631728.276484,4805764.38631,19018,1.51452,28.687542
2390,627707.504535,4805727.89308,17451,1.38973,90.9262009
2391,629138.335489,4805702.18547,32309,2.57297,94.1413727
2392,627271.802733,4805608.90264,11606,0.924259,100
2393,632139.109109,4805658.44124,11983,0.954282,2.4526165
2394,629297.237415,4805735.88216,556191,44.293,100
2395,628600.59279,4805110.92679,45543,3.62687,98.4301147
2396,628652.507178,4805101.19076,501181,39.9122,59.6479111
2397,627940.176464,4804849.58125,18563,1.47829,99.6785049
2398,629167.196329,4804843.61991,352575,28.0778,59.9804535
2399,629343.192555,4804497.11408,343900,27.3869,59.5456924
2400,628074.081754,4804811.21237,21763,1.73312,97.8620834
2401,629400.463718,4804382.12123,340084,27.083,100
2402,629740.391591,4804010.80963,331694,26.4149,58.8880959
2403,627436.410745,4804259.62224,13168,1.04865,97.1976166
2404,633356.310837,4803742.00886,35292,2.81052,100
2405,629897.947648,4803972.9188,323477,25.7605,57.8037987
2406,629108.708125,4804674.20874,144823,11.5332,0
2407,633479.323504,4803719.61571,9416,0.749855,92.7733841
2408,630624.940523,4803692.53972,16375,1.30404,66.1678925
2409,630212.885133,4803613.27921,195470,15.5665,51.2823753
2410,632909.968254,4803378.02093,47471,3.78041,50.459568
2411,628445.395097,4803467.37523,125138,9.96552,60.1392593
2412,632019.139929,4803347.95347,13062,1.04021,50.3037148
2413,627984.205915,4803293.59365,117137,9.32835,58.7863388
2414,631981.377999,4803217.87143,111590,8.88661,16.3484783
2415,632284.300405,4803193.00254,57162,4.55217,61.7078972
2416,630700.157166,4803531.53684,176180,14.0303,48.7643127
2417,633463.811487,4803605.49849,25729,2.04896,100
2418,631402.194275,4803082.17465,162352,12.9291,46.1141777
2419,631544.776607,4803048.64261,126854,10.1022,46.5671463
2420,634027.652259,4803065.57662,15095,1.20211,0
2421,630172.465269,4803508.3916,124106,9.88334,65.6172256
2422,632241.550467,4803096.51644,53095,4.22829,31.3760853
2423,627548.004776,4802748.24233,12044,0.959139,97.5852127
2424,627846.834355,4803155.02702,113168,9.01228,98.0041275
2425,629811.402354,4802719.06165,35195,2.8028,100
2426,629717.581879,4802623.14172,31265,2.48983,47.5860405
2427,627543.619424,4802701.42261,97099,7.7326,100
2428,629881.979833,4802703.64749,81993,6.52962,68.3854828
2429,632629.712392,4802596.96982,18876,1.50321,19.3800716
2430,632459.115317,4802628.73633,30103,2.39729,28.2045002
2431,631656.216041,4802949.01884,35040,2.79046,44.2783928
2432,630290.76186,4802311.40451,74737,5.95178,65.2332764
2433,627466.235568,4802421.29598,87349,6.95615,100
2434,626913.088593,4801963.37179,11035,0.878786,100
2435,627167.313325,4802034.76312,16890,1.34506,90.2395401
2436,630412.147713,4802124.25374,69855,5.56299,62.7290764
2437,629412.0447,4802498.18231,22865,1.82088,40.1830635
2438,630394.310296,4801891.99088,37588,2.99337,76.9463577
2439,632675.058553,4801933.79013,22402,1.78401,100
2440,627191.028414,4801973.12437,67237,5.3545,42.928196
2441,630412.147713,4801845.67486,31288,2.49166,46.2869453
2442,633198.186407,4801623.37452,13662,1.08799,1.8058439
2443,627275.599237,4801492.3233,58979,4.69687,49.1543579
2444,630292.113002,4801620.23918,31908,2.54103,74.5204697
2445,630935.815421,4801416.63422,18207,1.44994,36.0452805
2446,627306.624989,4801402.77357,55643,4.4312,44.6502876
2447,627369.0924,4801157.53706,48572,3.86809,100
2448,627565.418549,4800833.75715,41064,3.27018,50.9778175
2449,630041.763724,4800990.9968,14476,1.15281,83.3229599
2450,631991.680822,4801057.38777,9400,0.748581,1.127645
2451,629955.128159,4800993.47459,11966,0.952928,56.5433731
2452,627567.788361,4800770.6407,14891,1.18586,84.3214264
2453,627652.312947,4800753.70878,26083,2.07715,24.3894615
2454,627470.23012,4800460.58437,10772,0.857842,64.2146301
2455,628232.648013,4800179.25563,11679,0.930072,24.3894596
2456,625129.608505,4817125.87156,11777,0.937876,100
2457,625194.483122,4817148.60508,10705,0.852506,100
2458,627611.368232,4817023.83821,9717,0.773826,100
2459,627865.295983,4816546.73353,18769,1.49469,100
2460,627941.735662,4816582.42872,16971,1.35151,98.2228928
2461,627818.434411,4816248.98222,37292,2.9698,96.4629364
2462,629734.963217,4816276.29974,12738,1.01441,98.8501129
2463,625071.728306,4816060.65577,15578,1.24057,50.3883705
2464,625143.73286,4816144.27689,33794,2.69123,97.7549896
2465,629695.143833,4816036.03921,16058,1.2788,100
2466,626660.836332,4815963.04342,20084,1.59942,43.6064262
2467,628769.647304,4815956.57177,10086,0.803212,0.6161164
2468,628901.019605,4815874.26348,27405,2.18243,99.3229752
2469,628028.856766,4815803.84464,47559,3.78742,69.6181488
2470,625342.309041,4815708.83838,51738,4.12022,100
2471,625342.386127,4815654.05258,11159,0.888661,95.5673447
2472,625604.725804,4815446.1243,65082,5.18289,80.0191498
2473,625985.877292,4815349.2456,73320,5.83893,81.9237442
2474,628323.044644,4815396.58544,53702,4.27663,3.1977353
2475,628395.947174,4815387.92781,42093,3.35213,88.9520721
2476,628397.244562,4815220.50711,96507,7.68546,82.118721
2477,626812.508598,4815223.33164,26872,2.13999,100
2478,626726.659242,4815183.24301,84682,6.74376,84.1014633
2479,626846.67368,4815161.84337,89093,7.09503,83.7869186
2480,627583.811556,4815272.60896,124562,9.91965,74.4881897
2481,628554.451963,4815262.83574,11828,0.941938,93.7003632
2482,628299.733192,4814977.62632,133764,10.6525,75.3435898
2483,628380.400682,4814974.23459,109225,8.69827,82.4825287
2484,628528.898813,4814689.12345,244980,19.5093,78.0169983
2485,628623.939787,4814592.78717,249220,19.847,0
2486,628541.296422,4814416.58391,261384,20.8156,78.2910614
2487,628756.595427,4814528.36599,11302,0.900049,95.070076
2488,628234.712239,4814030.98954,282885,22.5279,76.4498749
2489,628691.950705,4814345.52951,14947,1.19032,44.7756577
2490,625433.59323,4813903.28946,12754,1.01568,58.0567703
2491,625491.821182,4813605.7216,10487,0.835146,63.1854782
2492,625614.299684,4813584.79675,17173,1.36759,47.1691017
2493,628034.431224,4813612.39471,295428,23.5268,77.2696533
2494,625784.826207,4813480.8685,28722,2.28731,0
2495,627708.862838,4813074.24253,303505,24.17,77.6544724
2496,626117.939563,4812966.36175,37050,2.95052,97.4672241
2497,627428.681403,4812950.63117,21103,1.68056,0
2498,627505.465084,4812862.48981,308845,24.5953,77.2203522
2499,626204.202418,4812739.31917,45838,3.65037,59.2793884
2500,624201.752189,4812583.48161,9722,0.774224,68.5310135
2501,626693.419414,4812376.30931,54265,4.32146,57.122448
2502,626944.09401,4812201.74987,61695,4.91316,59.690876
2503,627732.158715,4812033.86106,337558,26.8819,73.7736816
2504,627788.516446,4811823.86519,347075,27.6398,74.4568329
2505,624870.395955,4811897.09606,10220,0.813883,63.945343
2506,624040.471779,4811826.93064,10931,0.870504,99.31884
2507,624049.395695,4811847.61942,15782,1.25682,80.191658
2508,627293.630223,4811743.98359,68101,5.42331,59.2730179
2509,627757.825653,4811788.60317,85581,6.81535,65.0407867
2510,627360.168484,4811717.01877,15061,1.1994,94.9087143
2511,628148.346626,4811603.6623,435514,34.6827,72.3253098
2512,628243.636155,4811684.03713,17794,1.41705,56.4696617
2513,628356.232727,4811401.64143,454717,36.212,0
2514,623889.754288,4811305.72263,13117,1.04459,93.7761612
2515,623915.536957,4811338.92698,32209,2.565,74.5890427
2516,627217.240789,4811601.20094,12040,0.958821,96.4778824
2517,628573.857361,4811350.59066,462078,36.7982,71.3029709
2518,624866.292599,4811101.46165,18671,1.48689,58.3939934
2519,624486.667572,4811005.83763,50188,3.99679,74.8840714
2520,624742.59921,4810783.0626,23343,1.85895,0
2521,624715.965009,4810741.78063,55689,4.43486,67.2574463
2522,624824.514768,4810654.49036,79717,6.34837,0
2523,624874.010414,4810682.0376,13480,1.0735,0.4480276
2524,629018.874028,4810441.77756,12688,1.01043,0
2525,628664.47014,4810417.98255,472757,37.6486,70.1466446
2526,628690.470088,4810298.52193,40734,3.2439,28.419241
2527,628823.518022,4810200.14614,513820,40.9187,66.2109833
2528,627837.091822,4810110.90698,11100,0.883963,61.5596237
2529,628421.058634,4810234.78597,36037,2.86985,0
2530,623503.446021,4810121.42171,12393,0.986932,100
2531,624056.954058,4809959.20041,19051,1.51715,51.0563583
2532,625112.977106,4809896.733,97066,7.72997,51.1180077
2533,627841.789246,4810089.92661,22775,1.81372,20.8946228
2534,627523.151946,4809873.0746,19034,1.5158,24.6344223
2535,622052.748003,4809733.79305,9727,0.774622,0
2536,624906.091619,4809583.11553,107070,8.52666,49.6974106
2537,622148.031531,4809513.5747,11491,0.9151,0
2538,622291.384268,4809488.16732,15096,1.20219,64.3464737
2539,624208.74124,4809486.23287,28869,2.29902,34.1551285
2540,627337.993105,4809740.69889,14648,1.16651,31.2908077
2541,629782.507217,4809533.63051,16094,1.28167,73.8382416
2542,624036.648266,4809411.01803,11044,0.879503,0
2543,625146.246038,4809159.55016,114489,9.11748,0
2544,624345.054151,4809365.83167,11746,0.935408,0
2545,622339.489961,4808970.38881,31314,2.49373,35.3515358
2546,625408.100446,4808879.40659,124845,9.94219,44.4968719
2547,626938.985206,4809059.64414,10285,0.819059,96.6034927
2548,626383.150234,4808759.08427,698653,55.6381,27.3462276
2549,622403.226218,4808809.80674,25924,2.06449,41.6283989
2550,623011.878113,4808555.80228,17931,1.42796,2.4332492
2551,626608.944762,4808735.16211,9005,0.717125,99.7802429
2552,622065.139644,4808173.85183,17209,1.37046,100
2553,622949.598223,4808047.02596,9715,0.773666,2.4207141
2554,632835.065478,4817379.36186,12394,0.987012,100
2555,633055.433933,4817310.69997,42574,3.39043,0
2556,633073.471014,4817340.21727,8902,0.708922,5.2551818
2557,632839.610113,4817330.45978,29022,2.3112,80.3274841
2558,631862.035421,4817147.82902,10311,0.82113,100
2559,632505.291757,4817238.40882,22378,1.7821,99.5495148
2560,633568.04849,4817002.0693,53564,4.26564,72.8326874
2561,633640.239864,4816815.1332,59690,4.75349,0
2562,633685.223041,4816943.70802,17662,1.40654,0
2563,633772.682048,4816628.60724,78524,6.25336,0
2564,633833.620354,4816647.71144,12939,1.03041,81.1474457
2565,633838.931408,4816235.57009,94869,7.55501,65.1382294
2566,633821.083576,4816100.78413,102337,8.14974,65.767067
2567,633812.15966,4815777.47228,108418,8.63401,65.5876389
2568,631118.971612,4815597.2807,10955,0.872415,64.2348633
2569,633798.859337,4815482.93324,114181,9.09295,66.9872437
2570,631249.974874,4815383.6036,17743,1.41299,100
2571,631218.405599,4815105.19442,27717,2.20728,84.2901077
2572,632455.453922,4814972.81798,12327,0.981676,76.0254364
2573,633815.665673,4814583.32912,129210,10.2898,59.0343857
2574,631365.692197,4814402.55837,35952,2.86308,0
2575,631337.106825,4814356.57509,12944,1.03081,5.0069618
2576,631759.204739,4814277.33368,51717,4.11855,79.7304001
2577,632652.050597,4814283.38298,21066,1.67762,74.5129471
2578,632147.289531,4814202.3465,64923,5.17023,75.8783646
2579,632643.671417,4814213.15543,76056,6.05682,0
2580,632398.23804,4814187.16508,71690,5.70912,0
2581,633972.790146,4814164.82597,135572,10.7964,58.5845985
2582,637743.394053,4814699.92813,23655,1.8838,0
2583,633932.299865,4814111.57416,119317,9.50196,70.5810471
2584,632696.241598,4814069.30654,97850,7.79241,0
2585,633539.098681,4814055.28684,113534,9.04143,100
2586,631754.985679,4814175.53929,9879,0.786727,82.7060242
2587,637181.732953,4814319.32837,54699,4.35602,5.1901426
2588,633039.082411,4813983.88647,104659,8.33465,72.2032394
2589,634312.306447,4813923.30704,258375,20.576,63.8447342
2590,634661.879416,4813575.02853,266461,21.22,63.3592224
2591,634960.145106,4813438.77772,273500,21.7805,62.2016525
2592,635344.649965,4813100.4188,280482,22.3365,61.9727592
2593,637775.34888,4813989.89867,15125,1.2045,78.5512314
2594,635565.752791,4813162.79889,253223,20.1657,51.6731834
2595,636194.845199,4813201.79146,24037,1.91422,11.2060146
2596,634940.762953,4812899.35863,85643,6.82029,27.4181156
2597,635812.009208,4812824.6698,34208,2.7242,12.5879955
2598,630814.100688,4812662.01664,12748,1.0152,98.9551926
2599,630876.191338,4812569.83309,12105,0.963997,96.4378586
2600,631017.7338,4812084.33258,29480,2.34768,96.4378586
2601,635629.941822,4812718.0678,27148,2.16197,15.9116707
2602,636175.267964,4812168.04205,16087,1.28111,92.1775131
2603,635079.758096,4811973.09783,20739,1.65158,0
2604,634105.993668,4812063.50628,69866,5.56387,28.3175411
2605,635837.888564,4812616.68264,218682,17.415,58.3949547
2606,631215.234813,4811291.49533,44714,3.56086,72.547821
2607,633364.961763,4811376.59988,20701,1.64855,100
2608,631171.92165,4811059.32424,49379,3.93236,62.5592728
2609,633352.667683,4811195.25245,34731,2.76585,0
2610,633167.64994,4811028.08254,21108,1.68096,60.4923019
2611,637414.852698,4811163.92906,11303,0.900129,3.4003348
2612,636997.391453,4810849.88418,17101,1.36186,2.421844
2613,635650.48633,4811067.78877,137985,10.9886,54.7324219
2614,635919.286881,4810779.1176,78312,6.23648,35.3265076
2615,636228.966523,4810769.70242,27837,2.21684,100
2616,635612.024679,4811031.58441,69846,5.56228,0
2617,633288.17917,4810902.11619,12640,1.0066,0.2975391
2618,636291.530142,4810643.86001,49360,3.93085,100
2619,635918.203807,4810722.41273,56529,4.50176,77.9397125
2620,635375.85648,4810549.81247,64159,5.10938,0
2621,630576.742527,4810408.36528,16511,1.31487,62.559269
2622,631991.680822,4810341.33686,11161,0.88882,21.9287395
2623,635235.172626,4810294.90211,59773,4.7601,10.7091532
2624,631955.879297,4810252.63103,21652,1.72428,3.1411154
2625,632427.98871,4809879.84916,33746,2.68741,0
2626,633620.883685,4810302.81423,20278,1.61486,63.4570198
2627,633745.101729,4809850.58325,10733,0.854736,90.7537689
2628,635292.151124,4810126.68696,53504,4.26086,79.5441284
2629,637388.026032,4810423.24404,24907,1.9835,30.0317478
2630,636242.026954,4810208.8051,49455,3.93841,76.8814392
2631,637298.227467,4810247.94902,17818,1.41896,0
2632,631608.140466,4809923.69278,12346,0.983189,4.6671681
2633,638497.215494,4809484.63195,10232,0.814838,100
2634,632426.85026,4809802.50628,227279,18.0997,80.1164169
2635,635195.366621,4809534.15727,43151,3.43639,82.6074448
2636,632238.957327,4809002.84636,190958,15.2072,78.6167068
2637,636732.518863,4809375.95214,38080,3.03255,85.8527603
2638,635138.452498,4808878.74347,34980,2.78568,100
2639,636990.858495,4808817.83157,30680,2.44324,100
2640,632196.184159,4808972.60376,33387,2.65882,100
2641,632492.432175,4808904.62454,185026,14.7348,78.9660339
2642,635210.822535,4808698.92261,30960,2.46554,86.5224609
2643,635446.128657,4808332.37055,27684,2.20465,95.015686
2644,637033.693291,4808698.12388,27602,2.19812,84.7048264
2645,635462.56139,4808301.97507,20233,1.61128,92.2993622
2646,631969.632751,4808591.21136,27734,2.20863,100
2647,633356.87246,4808591.50563,169161,13.4714,81.4354172
2648,635568.581709,4808227.96074,12111,0.964475,96.4660416
2649,633799.939876,4807904.82375,154872,12.3334,100
2650,637301.410767,4808181.52481,13894,1.10647,78.4071426
2651,633898.033613,4807689.16058,147678,11.7605,79.655304
2652,637175.760759,4808197.61306,9480,0.754952,100
2653,632091.538603,4807897.21095,17114,1.3629,94.2477646
2654,633995.830559,4807449.0925,141938,11.3034,79.6140671
2655,634050.152846,4807232.20598,107979,8.59905,74.4355621
2656,634035.257557,4807163.38554,32825,2.61406,92.5885086
2657,634112.189696,4807119.23746,104546,8.32565,73.5319901
2658,634146.369612,4807012.29564,100690,8.01858,77.2228699
2659,635838.877074,4806649.41614,11998,0.955476,78.1178436
2660,634444.541784,4806741.66502,93396,7.43771,84.2891083
2661,634708.675225,4806553.0025,68042,5.41861,83.1587906
2662,635064.36104,4806497.58831,22433,1.78648,78.0678864
2663,633657.484756,4806672.19321,24798,1.97482,100
2664,633598.405339,4806402.88293,20132,1.60324,94.3659668
2665,634699.463876,4806499.66767,23426,1.86556,98.5544891
2666,635061.507883,4806398.13472,42455,3.38096,86.2347565
2667,633453.571357,4806063.71974,13445,1.07071,92.1348648
2668,635548.384964,4805725.326,26730,2.12868,100
2669,635466.285015,4805467.73062,22050,1.75598,99.2649689
2670,634679.37029,4805977.54314,15945,1.2698,98.8212891
2671,635582.810805,4805007.15828,12093,0.963042,100
2672,634401.050445,4799978.96162,14502,1.15489,0
2673,636143.086487,4799868.92874,13518,1.07652,0.8537229
2674,634221.150095,4799668.41572,19635,1.56366,0
2675,634079.778718,4799494.43267,9232,0.735202,33.8259735
2676,634151.268464,4799445.91336,28836,2.29639,3.8228865
2677,635824.774807,4799312.96878,8969,0.714258,0
2678,635932.757386,4799353.44349,17304,1.37803,0
2679,633502.986151,4798996.40238,16862,1.34283,0
2680,636287.813867,4798909.36151,9754,0.776772,0.2093987
2681,630921.373612,4798806.69449,15890,1.26542,53.9183044
2682,631289.385719,4798646.1563,22995,1.83124,49.0392342
2683,631261.295527,4798563.35984,10320,0.821846,81.5014267
2684,634134.385236,4798509.81635,25121,2.00054,21.037817
2685,631706.030017,4798480.11746,34895,2.77891,99.6676865
2686,631741.811178,4798514.30523,11281,0.898377,78.2097397
2687,634441.936374,4798492.3881,35551,2.83115,21.456974
2688,634543.338136,4798561.61197,47657,3.79523,100
2689,636076.330833,4798433.74171,18142,1.44476,3.9224391
2690,635953.291843,4798412.86853,32201,2.56437,12.8805676
2691,636069.910376,4798351.86304,21290,1.69546,5.7077594
2692,634197.178024,4798471.61136,9240,0.735839,13.8218069
2693,634824.062812,4798273.8494,85670,6.82244,22.980957
2694,634960.307735,4798307.50971,11014,0.877114,14.4818106
2695,632098.714445,4798071.84973,50454,4.01797,57.492588
2696,634867.109594,4798053.17294,97104,7.733,22.322958
2697,628591.668874,4797878.54232,9093,0.724133,60.879406
2698,635350.768549,4797889.7549,105100,8.36977,27.6606102
2699,635472.383319,4797924.43805,61958,4.9341,21.7268391
2700,632060.239627,4797625.92233,57372,4.56889,56.0597343
2701,632009.528654,4797561.7844,60905,4.85025,52.7663345
2702,631954.648947,4797559.17887,24690,1.96622,48.8828506
2703,631490.057067,4797601.85741,18882,1.50369,48.7480965
2704,630993.157071,4797469.86065,12255,0.975943,31.6999912
2705,635626.047809,4797390.34597,169943,13.5336,25.6883411
2706,632168.907619,4797365.27577,86320,6.8742,0
2707,632214.339161,4797438.50689,10492,0.835544,17.1572247
2708,635749.485785,4797230.40611,173439,13.812,27.0432434
2709,629339.84294,4797144.45722,20459,1.62928,0
2710,634338.670697,4796967.75717,12415,0.988684,1.3223001
2711,635936.189022,4796825.59896,183481,14.6117,29.0835724
2712,627202.214514,4796716.55644,8866,0.706055,36.8430405
2713,626830.467005,4796613.69226,9235,0.735441,28.9084015
2714,627102.89241,4796577.40919,31456,2.50504,0
2715,627225.624542,4796590.48923,35540,2.83027,20.6556683
2716,628093.163634,4796725.31875,13604,1.08337,36.5601196
2717,627570.80814,4796526.01223,46739,3.72212,3.0342884
2718,628095.671472,4796555.47877,55287,4.40285,26.0318604
2719,629340.525615,4796601.85347,22720,1.80934,29.4039841
2720,632305.765064,4796558.39075,102151,8.13493,47.0503807
2721,628320.99794,4796455.32555,69443,5.53018,0
2722,628476.690804,4796464.17394,78884,6.28203,0
2723,629673.452859,4796468.52127,26979,2.14851,100
2724,629733.930106,4796404.66459,30272,2.41075,34.1548691
2725,626844.761043,4796556.56861,16354,1.30237,3.2027915
2726,629729.621258,4796397.30893,120044,9.55986,30.5754833
2727,629640.090163,4796359.15262,117310,9.34213,28.8775272
2728,636191.982996,4796401.56628,190987,15.2095,30.697176
2729,632556.85891,4796362.13133,109074,8.68625,44.8686752
2730,632592.54869,4796352.19658,13072,1.04101,14.2713051
2731,636332.957659,4796323.45696,196558,15.6531,32.0839424
2732,629348.826791,4796466.23961,93673,7.45977,28.1715164
2733,628654.158551,4796281.81573,83379,6.63999,27.7060032
2734,635106.633091,4796260.98955,25559,2.03542,100
2735,628313.173291,4796427.00909,8986,0.715612,12.0716515
2736,635195.366621,4796236.00258,11353,0.904111,12.0989838
2737,630051.97986,4796146.88287,153049,12.1883,12.1974277
2738,630535.676105,4796105.13841,161838,12.8882,34.7173538
2739,631094.964415,4796057.41456,173635,13.8276,0
2740,636463.59999,4796069.43805,200960,16.0037,31.4890575
2741,635525.551508,4796080.88413,38348,3.05389,13.666317
2742,630944.535436,4795996.14509,170638,13.589,36.7553444
2743,636364.919128,4795993.7916,49623,3.95179,32.1103287
2744,637016.866789,4795862.83845,253744,20.2072,31.6949291
2745,632687.806341,4795797.48665,126865,10.1031,42.5647049
2746,632787.424016,4795709.22145,8893,0.708205,78.1717224
2747,632339.61928,4795645.52214,195220,15.5466,38.3483124
2748,632354.759442,4795463.95911,136845,10.8978,44.9055099
2749,626063.3805,4795340.7317,12976,1.03336,0
2750,625910.430605,4795369.87947,9708,0.773109,0
2751,633012.79724,4795207.72578,338827,26.9829,41.3876266
2752,629364.479989,4795062.50765,9465,0.753757,25.4824104
2753,629656.853383,4794934.5646,15107,1.20307,46.4581985
2754,629689.310527,4794851.01084,18943,1.50855,39.8967323
2755,629713.4051,4794826.02388,286360,22.8046,15.3620024
2756,634454.681603,4794883.03084,10801,0.860151,93.8660889
2757,626542.433762,4794742.4521,23309,1.85624,0
2758,632879.15742,4795083.03265,499916,39.8114,26.3645935
2759,636231.549424,4794981.84389,9430,0.75097,79.6980438
2760,629488.138377,4794747.67259,267396,21.2944,13.6413584
2761,633353.480711,4794636.83686,23823,1.89718,48.4891319
2762,631911.365579,4794543.05111,428422,34.1179,98.966507
2763,627440.239904,4794407.95223,14985,1.19335,0
2764,627401.713142,4794287.77917,33380,2.65826,0
2765,627649.064018,4794293.33107,48890,3.89342,9.7291412
2766,630739.655425,4794286.12697,400183,31.8691,21.7762947
2767,631167.439002,4794243.88637,408342,32.5188,0
2768,631531.062248,4794501.53297,414453,33.0055,22.3066406
2769,630589.45739,4794214.95163,298592,23.7788,0
2770,635427.388434,4794360.22693,107755,8.58121,55.9348984
2771,635513.428279,4794414.91621,12502,0.995613,92.8302155
2772,623160.74438,4793913.99967,19907,1.58532,4.256815
2773,624251.408079,4793886.42865,15068,1.19996,0
2774,622865.137661,4793898.1989,13621,1.08473,6.0541492
2775,623366.559576,4793847.85308,27627,2.20011,4.2269974
2776,624243.044669,4793817.62138,71545,5.69758,9.7998762
2777,624479.202049,4793835.7047,79160,6.30401,8.9136667
2778,624131.195869,4793833.68443,47753,3.80287,11.3320169
2779,628030.7247,4793829.02642,59304,4.72275,8.025423
2780,628600.927578,4794115.62475,253674,20.2017,12.9125032
2781,625680.394905,4793742.36788,11425,0.909844,0
2782,625576.471806,4793805.60889,12886,1.02619,0
2783,634610.043724,4793938.33439,95521,7.60694,53.8099136
2784,623346.815254,4793820.65443,15568,1.23978,20.2368813
2785,625661.72996,4793629.62336,88902,7.07982,8.0683184
2786,625762.787542,4793541.07127,24933,1.98557,27.6058941
2787,626878.277027,4793488.63511,166310,13.2443,15.7049646
2788,625833.780974,4793459.27786,114230,9.09685,12.3218966
2789,630678.685174,4794171.61322,101535,8.08587,38.9355202
2790,623120.946751,4793601.30093,10890,0.867239,4.0988698
2791,630192.379868,4793480.05785,57057,4.54381,0
2792,626666.090714,4793454.58708,156697,12.4788,16.6655293
2793,627988.95081,4793713.63666,186378,14.8425,14.0065737
2794,634678.387366,4793582.90299,76194,6.06781,53.4178352
2795,634737.810339,4793583.00769,18709,1.48992,100
2796,625794.946135,4793449.95605,26628,2.12055,22.7903156
2797,631816.530124,4794413.73896,64857,5.16497,39.9805565
2798,630421.578288,4793434.09566,86252,6.86879,43.0545883
2799,626431.470516,4793396.41255,143740,11.4469,14.0397215
2800,627181.983743,4793344.41898,173983,13.8554,15.0055799
2801,634392.904298,4793352.82813,13830,1.10137,44.9785805
2802,634574.696931,4793285.32114,40392,3.21667,34.7962265
2803,626491.794437,4793383.06613,12509,0.99617,0
2804,629679.001732,4793384.25725,47527,3.78487,21.580164
2805,631635.301328,4793081.48562,50577,4.02776,32.1836777
2806,625429.107146,4793182.23857,18665,1.48641,0
2807,634554.62661,4793248.26985,34189,2.72268,73.5272141
2808,629054.382926,4793207.58685,30973,2.46657,10.2916737
2809,624972.68162,4792914.5211,12594,1.00294,19.8614063
2810,630205.91392,4793376.59727,28401,2.26175,0
2811,634347.594613,4793220.46787,26320,2.09603,29.0794926
2812,631620.131436,4792884.49427,47088,3.74991,28.7076569
2813,634525.648801,4792841.53713,21652,1.72428,91.0787659
2814,629113.390436,4793079.3796,11608,0.924418,38.7497025
2815,627875.874894,4792759.90132,12323,0.981358,0
2816,635347.073191,4793197.68545,10982,0.874566,100
2817,630123.076549,4792650.8052,19781,1.57529,95.1935959
2818,631630.389188,4792475.4649,26027,2.07269,9.9829197
2819,633768.764131,4792488.00921,15053,1.19876,13.3306732
2820,634506.324471,4792419.464,12395,0.987092,100
2821,627982.78025,4792738.8184,11528,0.918047,0.754571
2822,634659.218447,4792803.15477,10350,0.824235,100
2823,631556.105972,4792468.3253,17090,1.36098,49.5886879
2824,629843.185682,4792257.90335,11970,0.953246,95.9177475
2825,631754.781259,4792227.68986,17824,1.41944,12.1766586
2826,633660.453091,4792205.52185,9263,0.737671,18.2651443
2827,631170.888182,4792024.5162,9577,0.762677,47.8785553
2828,631961.711616,4791738.91866,12455,0.99187,4.4792938
2829,644620.208747,4800315.54214,12387,0.986455,98.0480347
2830,645009.487693,4800693.19175,9067,0.722062,58.562809
2831,643350.211442,4800158.70026,15797,1.25801,63.099926
2832,643413.400749,4800108.98207,19637,1.56382,75.3366241
