"HUC8","MEANT","pctrun","pctrock","pctShade","pctBrBnk","HAiFLS_dev","HAiFLS_for","estimate","2.5 %","97.5 %"
"UPI",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,34.430427206781,26.1883578473439,42.6219642620001
"YEL",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,19.4107499731692,9.92057667009492,29.081486572056
"LMAQ",18.0042092999593,0.44715817308985,69.805296560939,48.5153705348105,0.891246434724696,4.57741341318681,26.0818952307692,14.0006028467267,-5.94955445145305,33.9649963771073
