"newID","HUC8","HUC_10","HUC_12","Year","IBIScore","Rating","MEANT","pctrun","pctrock","pctShade","pctBrBnk","HAiFLS_dev","HAiFLS_for","Xcoord","Ycoord","HU_12_NAME"
"UPI_1","UPI",706000206,70600020603,2018,45,"Fair",17.421875,0.375,44.4444444444444,27.8219395866455,1.33333333333333,10.1226835,39.1816711,622858.23575,4798728.26946,"Silver Creek"
"UPI_8","UPI",706000202,70600020207,2018,0,"Very Poor",21.9288194444444,0.695652173913043,66.6666666666667,21.4714714714715,1.75,5.4927406,3.8072126,585063.434469,4795710.33399,"Ten Mile Creek"
"UPI_10","UPI",706000203,70600020302,2018,25,"Poor",18.4495601851852,0.782608695652174,29.1666666666667,2.70270270270269,1.875,6.0576077,0.0171744,594773.594265,4810696.30381,"Canoe Creek"
"UPI_12","UPI",706000202,70600020208,2018,90,"Good",17.7402777777778,0.333333333333333,72.3404255319149,31.3063063063063,1.41666666666667,2.0984025,25.6601162,590207.388844,4802737.50225,"Falcon Springs State Wildlife Area-Upper Iowa River"
"UPI_13","UPI",706000202,70600020204,2018,15,"Poor",18.66375,0.291666666666667,56.25,62.4624624624625,2.70833333333333,1.1858387,14.4057808,578831.913963,4816598.64676,"Cold Water Creek"
"UPI_16","UPI",706000204,70600020405,2018,55,"Fair",18.7233796296296,0.833333333333333,38.8888888888889,21.4285714285714,1.375,0.8135203,0.4850812,607000.024668,4784168.78234,"Trout Creek-Trout River"
"UPI_18","UPI",706000205,70600020503,2018,80,"Good",19.3814814814815,0.125,50,66.7417417417417,1.625,3.2313552,6.680882,604313.986459,4812089.15452,"Bear Creek"
"UPI_22","UPI",706000202,70600020205,2018,50,"Fair",18.7746296296296,0.458333333333333,67.741935483871,3.60360360360362,0.791666666666667,3.7366495,0.0007945,589784.525676,4815485.66393,"Pine Creek"
"UPI_27","UPI",706000204,70600020406,2018,15,"Poor",21.5668518518519,0.714285714285714,66.6666666666667,64.7147147147147,1.29166666666667,3.5147047,3.1386724,608155.901524,4787618.95285,"Trout River"
"UPI_34","UPI",706000203,70600020302,2018,60,"Fair",16.6888657407407,0.333333333333333,85.7142857142857,71.8468468468468,1.04166666666667,0.3131506,35.5497017,607495.531749,4803850.27072,"Canoe Creek"
"UPI_35","UPI",706000205,70600020502,2018,100,"Good",17.2473611111111,0.375,86.3636363636364,28.060413354531,0.625,5.8393698,18.2874947,619846.057931,4816718.38236,"Waterloo Creek"
"UPI_38","UPI",706000202,70600020205,2018,50,"Fair",18.6836111111111,0.833333333333333,56.7567567567568,4.9694856146469,0.833333333333333,4.4644709,4.9718437,590094.965662,4815003.35262,"Pine Creek"
"UPI_48","UPI",706000204,70600020403,2018,20,"Poor",18.699537037037,0.458333333333333,88.8888888888889,66.0660660660661,1.08333333333333,1.4141521,14.5001488,592842.015004,4786417.47716,"Trout Creek"
"UPI_85","UPI",706000206,70600020604,2018,95,"Good",17.6680787037037,0.130434782608696,100,91.0810810810811,0.625,8.9017849,57.5264244,628878.153848,4804272.48841,"French Creek"
"UPI_86","UPI",706000203,70600020301,2018,25,"Poor",14.5513657407407,0.333333333333333,90,35.7357357357357,1.66666666666667,1.2784119,16.0228348,598392.753215,4809896.733,"North Canoe Creek"
"UPI_93","UPI",706000206,70600020602,2018,55,"Fair",16.1285648148148,0.458333333333333,77.7777777777778,65.5405405405405,0.0454545454545455,0.4038334,57.9315987,610254.040474,4807531.8953,"Paint Creek-Upper Iowa River"
"UPI_117","UPI",706000206,70600020604,2018,95,"Good",16.6258796296296,0.333333333333333,78.0487804878049,32.670906200318,0.291666666666667,0.1515671,64.0907898,630156.830183,4803439.95123,"French Creek"
"UPI_118","UPI",706000202,70600020205,2018,0,"Very Poor",21.9840509259259,0.772727272727273,78.2608695652174,61.5615615615616,1.16666666666667,6.1513205,5.1532969,585477.881371,4812513.79027,"Pine Creek"
"UPI_123","UPI",706000204,70600020405,2018,20,"Poor",18.4933101851852,0.521739130434783,93.1818181818182,88.79173290938,1.08333333333333,4.0334439,23.0814247,606312.881484,4793132.07951,"Trout Creek-Trout River"
"UPI_128","UPI",706000204,70600020403,2018,70,"Good",18.5765277777778,0.791666666666667,16.2162162162162,47.3513513513513,1.25,0.9425466,1.4e-06,604638.732016,4784170.67887,"Trout Creek"
"UPI_130","UPI",706000205,70600020503,2018,100,"Good",18.2037731481481,0.208333333333333,54.0540540540541,90.990990990991,0.416666666666667,5.6553631,39.1104546,607593.694824,4810319.11704,"Bear Creek"
"UPI_135","UPI",706000202,70600020207,2018,25,"Poor",19.2979166666667,0.416666666666667,23.3333333333333,5.85585585585585,0.583333333333333,1.6403922,4.3185711,578851.387511,4798626.63573,"Ten Mile Creek"
"UPI_149","UPI",706000206,70600020602,2018,90,"Good",16.5852546296296,0.130434782608696,67.3913043478261,46.2462462462462,0.458333333333333,4.3490682,43.5465355,611899.311345,4805809.69479,"Paint Creek-Upper Iowa River"
"UPI_154","UPI",706000203,70600020302,2018,65,"Fair",18.4892592592593,0.208333333333333,97.2972972972973,10.6518282988871,0.25,9.89114,13.6107121,597363.689484,4804117.23327,"Canoe Creek"
