"OBJECTID","POINT_X","POINT_Y","No_cells","Area_km2","HAiFLS_for","estimate","se","lcl","ucl"
1627,607480.830333,4784158.31968,11222,0.893678,0,0.0840458981579168,0.030548440380802,0.0404512335616337,0.166471884524381
1628,607406.29259,4784043.43631,12969,1.0328,0,0.0840458981579168,0.030548440380802,0.0404512335616337,0.166471884524381
1629,605824.820762,4783888.94955,35928,2.86117,0.3413877,0.0845504158250041,0.0305533352579403,0.0408657402302549,0.166811426989723
1630,605965.20378,4783638.23415,25724,2.04856,0,0.0840458981579168,0.030548440380802,0.0404512335616337,0.166471884524381
1631,606450.223171,4783523.7887,10226,0.814361,0,0.0840458981579168,0.030548440380802,0.0404512335616337,0.166471884524381
1632,606387.351088,4783387.85758,13414,1.06824,0,0.0840458981579168,0.030548440380802,0.0404512335616337,0.166471884524381
1633,608322.138939,4795359.67405,17328,1.37994,99.6259232,0.381953482034764,0.133954111722957,0.168900744081702,0.652695433260752
1634,607464.790733,4795289.14226,12789,1.01847,0.2571546,0.0844256737989612,0.0305521646524492,0.0407631708563406,0.166727357787117
1635,607708.442865,4795270.43489,24340,1.93835,100,0.383645532135933,0.134815939896474,0.169165231792416,0.655509933121844
1636,610080.893094,4794900.36205,9157,0.729229,4.0102911,0.0901482448147145,0.0305824402190053,0.0455373345106099,0.170648667668161
