"p","Psi","model","npar","AICc","DeltaAICc","weight","Neg2LnL"
"~effort","~avgT + pctrun + pctBrBnk","p(~effort)Psi(~avgT + pctrun + pctBrBnk)",6,392.658981374046,35.8180723042784,4.2889097970596e-09,380.01776
"~effort","~pctrun + pctBrBnk","p(~effort)Psi(~pctrun + pctBrBnk)",5,393.128045454545,36.287136384778,3.39227413862803e-09,382.6735
"~effort","~Area_km2","p(~effort)Psi(~Area_km2)",4,393.960261879699,37.1193528099319,2.23757417455844e-09,385.65951
"~effort","~mFlow","p(~effort)Psi(~mFlow)",4,394.098751879699,37.2578428099318,2.08787608346142e-09,385.798
"~effort","~pctrun","p(~effort)Psi(~pctrun)",4,394.276491879699,37.4355828099318,1.91033252021268e-09,385.97574
"~effort","~mFlow + pctBrBnk","p(~effort)Psi(~mFlow + pctBrBnk)",5,394.435905454545,37.594996384778,1.76397632066457e-09,383.98136
"~effort","~avgT","p(~effort)Psi(~avgT)",4,394.889071879699,38.0481628099319,1.40633541018537e-09,386.58832
"~effort","~avdep + Area_km2","p(~effort)Psi(~avdep + Area_km2)",5,395.168335454545,38.3274263847781,1.22305953357883e-09,384.71379
"~effort","~avdep + pctrun","p(~effort)Psi(~avdep + pctrun)",5,395.882585454545,39.041676384778,8.5575644844866e-10,385.42804
"~effort","~avgT + pctBrBnk","p(~effort)Psi(~avgT + pctBrBnk)",5,396.106755454545,39.2658463847781,7.65019109166431e-10,385.65221
"~effort","~avdep + mFlow","p(~effort)Psi(~avdep + mFlow)",5,396.246695454545,39.405786384778,7.13320488790418e-10,385.79215
"~effort","~avgT + avdep","p(~effort)Psi(~avgT + avdep)",5,396.899545454545,40.058636384778,5.1465965227125e-10,386.445
"~effort","~pctBrBnk","p(~effort)Psi(~pctBrBnk)",4,399.055021879699,42.2141128099319,1.75171868947156e-10,390.75427
"~effort","~1","p(~effort)Psi(~1)",3,399.551534477612,42.7106254078445,1.36662078878331e-10,393.37243
"~effort","~avdep + pctBrBnk","p(~effort)Psi(~avdep + pctBrBnk)",5,401.144075454545,44.303166384778,6.16356731696583e-11,390.68953
"~effort","~avdep","p(~effort)Psi(~avdep)",4,401.640291879699,44.7993828099318,4.80928058905292e-11,393.33954
