"p","Psi","model","npar","AICc","DeltaAICc","weight","Neg2LnL"
"~effort","~MEANT + pctrun + pctBrBnk","p(~effort)Psi(~MEANT + pctrun + pctBrBnk)",6,394.323141374046,32.4755823042784,9.58593703324634e-09,381.68192
"~1","~HAiFLS_for","p(~1)Psi(~HAiFLS_for)",3,394.386484477612,32.5389254078445,9.28709294032986e-09,388.20738
"~effort","~MEANT2 + pctrun + pctBrBnk","p(~effort)Psi(~MEANT2 + pctrun + pctBrBnk)",6,394.393531374046,32.5459723042784,9.25442792979895e-09,381.75231
"~effort","~mFlow + pctBrBnk","p(~effort)Psi(~mFlow + pctBrBnk)",5,394.435905454545,32.588346384778,9.06041651403741e-09,383.98136
"~1","~mFlow + pctBrBnk + Area_km2","p(~1)Psi(~mFlow + pctBrBnk + Area_km2)",5,394.542585454545,32.695026384778,8.58979689918543e-09,384.08804
"~effort","~MEANT + pctrun","p(~effort)Psi(~MEANT + pctrun)",5,394.617905454545,32.770346384778,8.27232074544027e-09,384.16336
"~effort","~MEANT2 + pctrun","p(~effort)Psi(~MEANT2 + pctrun)",5,394.678575454545,32.831016384778,8.02514784460378e-09,384.22403
"~effort","~pctBrBnk + Area_km2","p(~effort)Psi(~pctBrBnk + Area_km2)",5,394.772295454545,32.924736384778,7.65776443431435e-09,384.31775
"~1","~MEANT + avdep + pctrun + pctBrBnk + HAiFLS_for","p(~1)Psi(~MEANT + avdep + pctrun + pctBrBnk + HAiFLS_for)",7,394.838638461538,32.9910793917711,7.40791177872422e-09,379.9771
"~1","~pctBrBnk + HAiFLS_for","p(~1)Psi(~pctBrBnk + HAiFLS_for)",4,394.851971879699,33.0044128099318,7.35868964313789e-09,386.55122
"~1","~MEANT2 + avdep + pctrun + pctBrBnk + HAiFLS_for","p(~1)Psi(~MEANT2 + avdep + pctrun + pctBrBnk + HAiFLS_for)",7,395.131878461538,33.284319391771,6.39763626373352e-09,380.27034
"~1","~MEANT2 + mFlow","p(~1)Psi(~MEANT2 + mFlow)",4,395.148631879699,33.3010728099318,6.34426895920399e-09,386.84788
"~1","~mFlow + Area_km2","p(~1)Psi(~mFlow + Area_km2)",4,395.150761879699,33.3032028099318,6.33751590939968e-09,386.85001
"~1","~MEANT + mFlow","p(~1)Psi(~MEANT + mFlow)",4,395.226631879699,33.3790728099318,6.10160517052962e-09,386.92588
"~1","~MEANT + pctrun + HAiFLS_for","p(~1)Psi(~MEANT + pctrun + HAiFLS_for)",5,395.385415454545,33.537856384778,5.63591826626972e-09,384.93087
"~1","~MEANT2 + pctrun + HAiFLS_for","p(~1)Psi(~MEANT2 + pctrun + HAiFLS_for)",5,395.428405454545,33.580846384778,5.5160669200707e-09,384.97386
"~1","~avdep + HAiFLS_for","p(~1)Psi(~avdep + HAiFLS_for)",4,395.536711879699,33.6891528099318,5.22529825894349e-09,387.23596
